Taxon_Group,Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Odonata,Archilestes grandis,FALSE,,DNI,Archilestes,Archilestes,DNI,102059,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Archilestes,,,,,
Other Non-Insect,Archoophora,FALSE,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata,914204,Animalia,Platyhelminthes,Rhabditophora,Trepaxonemata,,,,,,,,,,,,,,
Oligochaeta,Arcteonais,FALSE,,Naidinae,Arcteonais,Oligochaeta,Naidinae,68975,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Arcteonais,,,,,
Trichoptera,Arctopsyche,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,115529,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,
Trichoptera,Arctopsyche californica,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,115538,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,californica
Trichoptera,Arctopsyche grandis,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,115529,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,
Trichoptera,Arctopsyche grandis type 1,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,115530,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,grandis
Trichoptera,Arctopsychinae,FALSE,,DNI,Arctopsychinae,Arctopsychinae,DNI,568763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,,,,,,
Odonata,Argia,FALSE,,Coenagrionidae,Argia,Argia,Argia,102139,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,Argia,,,,,
Odonata,Argia emma,FALSE,,Coenagrionidae,Argia,Argia,Argia,102139,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,Argia,,,,,
Odonata,Argia vivida,FALSE,,Coenagrionidae,Argia,Argia,Argia,102139,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,Argia,,,,,
Diptera,Argyra,FALSE,,DNI,Dolichopodidae,Dolichopodidae,DNI,136824,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Dolichopodidae,,,,,,,,,
Other Non-Insect,Arhynchobdellida,FALSE,,Hirudinida,Arhynchobdellida,Arhynchobdellida,Hirudinida,568835,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,,,,,,,,,,,
Other Non-Insect,Arrenuridae,FALSE,,DNI,Arrenuridae,Trombidiformes,DNI,82862,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,,,,,,
Other Non-Insect,Arrenurus,FALSE,,Arrenurus,Arrenurus,Trombidiformes,Arrenurus,82864,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,Arrenurus,,,,,
Fish,Ascaphus truei,TRUE,Fish,DNI,DNI,DNI,DNI,173546,Animalia,Chordata,Vertebrata,Amphibia,,Anura,,,Leiopelmatidae,,,,Ascaphus,,,,,truei
Other Non-Insect,Asellidae,FALSE,,DNI,Asellidae,Asellidae,DNI,92657,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,,,,,,
Other Non-Insect,Asellus,FALSE,,DNI,Asellus,Asellus,DNI,92658,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Asellus,,,,,
Ephemeroptera,Asioplax,FALSE,,DNI,Asioplax,Asioplax,DNI,609510,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,Asioplax,,,,,
Ephemeroptera,Asioplax edmundsi,FALSE,,DNI,Asioplax,Asioplax,DNI,609510,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,Asioplax,,,,,
Other Non-Insect,Assia,FALSE,,Nemata,Nemata,Assia,Nemata,,Animalia,Nemertea,,Chromadorea,Chromadoria,Plectida,Plectina,Leptolaimoidea,Aphanolaimidae,Anochinae,,,,,,,,
Other Non-Insect,Astacidae,FALSE,,Pacifastacus,Astacidae,Astacidae,Pacifastacus,97324,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,,,,,,
Diptera,Atherix,FALSE,,Atherix,Atherix,Atherix,Atherix,130929,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Athericidae,,,,Atherix,,,,,
Diptera,Atherix pachypus,FALSE,,Atherix,Atherix,Atherix,Atherix,130929,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Athericidae,,,,Atherix,,,,,
Other Non-Insect,Athienemanniidae,FALSE,,Athienemanniidae,Athienemanniidae,Trombidiformes,DNI,83514,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,,,,,,
Coleoptera,Atractelmis,FALSE,only one species in Genus,DNI,Atractelmis,Atractelmis,DNI,114251,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Atractelmis,,,,,
Coleoptera,Atractelmis wawona,FALSE,only one species in Genus,DNI,Atractelmis,Atractelmis,DNI,114251,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Atractelmis,,,,,
Other Non-Insect,Atractidae,FALSE,,Atractides,Atractides,Trombidiformes,Atractides,83282,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Atractides,,,,,
Other Non-Insect,Atractides,FALSE,,Atractides,Atractides,Trombidiformes,Atractides,83282,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Atractides,,,,,
Diptera,Atrichomelina,FALSE,,DNI,Sciomyzidae,Sciomyzidae,DNI,144653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sciomyzidae,,,,,,,,,
Diptera,Atrichopogon,FALSE,,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,127112,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Forcipomyiinae,,,,,,,,
Diptera,Atrichopogon/Forcipomyia,FALSE,,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,127112,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Forcipomyiinae,,,,,,,,
Ephemeroptera,Attenella,FALSE,,DNI,Attenella,Attenella,Attenella,101338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,
Ephemeroptera,Attenella delantala,FALSE,,Attenella delantala,Attenella delantala,Attenella delantala,Attenella,101345,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,delantala
Ephemeroptera,Attenella margarita,FALSE,,Attenella margarita,Attenella margarita,Attenella margarita,Attenella,101343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,margarita
Ephemeroptera,Attenella soquele,FALSE,,DNI,Attenella,Attenella,Attenella,568629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,soquele
Other Non-Insect,Aturidae,FALSE,,DNI,Aturidae,Trombidiformes,DNI,82973,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,,,,,,
Other Non-Insect,Aturus,FALSE,,DNI,Aturus,Trombidiformes,DNI,82974,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Aturus,,,,,
Diptera,Atylotus/Tabanus,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,
Oligochaeta,Aulodrilus,FALSE,,Tubificinae,Aulodrilus,Oligochaeta,Tubificinae,68679,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Aulodrilus,,,,,
Oligochaeta,Aulodrilus pluriseta,FALSE,,Tubificinae,Aulodrilus,Oligochaeta,Tubificinae,68679,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Aulodrilus,,,,,
Diptera,Austrolimnophila,FALSE,,DNI,Austrolimnophila,Austrolimnophila,DNI,120037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Austrolimnophila,,,,,
Coleoptera,Babia,TRUE,Terrestrial,DNI,DNI,DNI,DNI,719777,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Chrysomelidae,,,,,,,,,
Ephemeroptera,Baetidae,FALSE,,DNI,Baetidae,Baetidae,DNI,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,
Ephemeroptera,Baetis,FALSE,,DNI,Baetis,Baetis,DNI,100800,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,,,,
Ephemeroptera,Baetis alius,FALSE,,Baetis alius,Baetis alius,Baetis alius,Baetis alius,100803,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Alius Gr.,,,alius
Ephemeroptera,Baetis bicaudatus,FALSE,,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,
Ephemeroptera,Baetis bicaudatus complex,FALSE,,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,
Ephemeroptera,Baetis flavistriga,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis flavistriga complex,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis Fuscatus Gr.,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis Fuscatus Group,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis notos,FALSE,,Baetis notos,Baetis notos,Baetis notos,Baetis notos,568579,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,,notos
Ephemeroptera,Baetis piscatoris,FALSE,,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,
Ephemeroptera,Baetis piscatoris complex,FALSE,,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,
Ephemeroptera,Baetis Rhodani Gr.,FALSE,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis rhodani group,FALSE,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis Rhodani Group,FALSE,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis tricaudatus,FALSE,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetis tricaudatus complex,FALSE,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetis tricaudatus Group,FALSE,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetisca,FALSE,,DNI,Baetisca,Baetisca,DNI,101494,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Carapacea,,Baetiscidae,,,,Baetisca,,,,,
Ephemeroptera,Baetodes,FALSE,,DNI,Baetodes,Baetodes,DNI,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
Ephemeroptera,Baetodes tritus,FALSE,,DNI,Baetodes,Baetodes,DNI,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
Ephemeroptera,Baetopus trishae,TRUE,Dubious ID eastern Taxon,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetopus,,,,,
Other Non-Insect,Bandakiopsis,FALSE,,DNI,Bandakiopsis,Trombidiformes,DNI,83532,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Bandakiopsis,,,,,
Trichoptera,Banksiola,FALSE,,DNI,Banksiola,Banksiola,DNI,115911,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Phryganeinae,,,Banksiola,,,,,
Trichoptera,Banksiola crotchi,FALSE,,DNI,Banksiola,Banksiola,DNI,115911,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Phryganeinae,,,Banksiola,,,,,
Other Non-Insect,Basommatophora,FALSE,TOO COARSE,DNI,Gastropoda,Gastropoda,DNI,69459,Animalia,Mollusca,,Gastropoda,,,,,,,,,,,,,,
Other Non-Insect,Batracobdella,FALSE,,Hirudinida,Erpobdella,Erpobdella,Hirudinida,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,
Heteroptera,Belostoma,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103684,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Belostomatinae,,,Belostoma,,,,,
Heteroptera,Belostoma flumineum,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103684,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Belostomatinae,,,Belostoma,,,,,
Heteroptera,Belostomatidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103683,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,,,,,,,,,
Coleoptera,Berosus,FALSE,,Hydrophilidae,Berosus,Berosus,Hydrophilidae,112812,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Berosini,,Berosus,,,,,
Chironomidae,Bethbilbeckia,FALSE,,Macropelopia,Bethbilbeckia,Bethbilbeckia,Macropelopia,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,,,,,,,,,
Diptera,Bezzia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia / Palpomyia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia/Palpomyia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia/Palpomyia Group,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia/Probezzia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bibiocephala,FALSE,,Blephariceridae,Bibiocephala,Bibiocephala,Blephariceridae,121250,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Bibiocephala,,,,,
Diptera,Bibiocephala grandis,FALSE,,Blephariceridae,Bibiocephala,Bibiocephala,Blephariceridae,121250,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Bibiocephala,,,,,
Chironomidae,Bilyjomyia,FALSE,,DNI,Bilyjomyia,Bilyjomyia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Bilyjomyia,,,,,
Chironomidae,Bilyjomyia algens,FALSE,only one species in Genus,DNI,Bilyjomyia,Bilyjomyia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Bilyjomyia,,,,,
Plecoptera,Bisancora,FALSE,,DNI,Bisancora,Bisancora,DNI,103300,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Bisancora,,,,,
Diptera,Bittacomorpha,FALSE,,DNI,Bittacomorpha,Bittacomorpha,DNI,125765,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Bittacomorphinae,,,Bittacomorpha,,,,,
Other Non-Insect,Bivalvia,FALSE,TOO COARSE,DNI,Bivalvia,Bivalvia,DNI,79118,Animalia,Mollusca,,Bivalvia,,,,,,,,,,,,,,
Diptera,Blepharicera,FALSE,,Blephariceridae,Blepharicera,Blepharicera,Blephariceridae,121255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Blepharicera,,,,,
Diptera,Blepharicera ostensackeni,FALSE,,Blephariceridae,Blepharicera,Blepharicera,Blephariceridae,121255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Blepharicera,,,,,
Diptera,Blephariceridae,FALSE,,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae,121227,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,,,,,,,,,
Plecoptera,Bolshecapnia,FALSE,,Capniidae,Bolshecapnia,Bolshecapnia,Capniidae,102763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Capniidae,Capniinae,,,Bolshecapnia,,,,,
Chironomidae,Boreochlus,FALSE,,Podonominae,Boreochlus,Boreochlus,Podonominae,127954,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,Boreochlini,,Boreochlus,,,,,
Chironomidae,Boreoheptagyia,FALSE,,Boreoheptagyia,Boreoheptagyia,Boreoheptagyia,DNI,128343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Boreoheptagyiini,,Boreoheptagyia,,,,,
Coleoptera,Boreonectes,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Boreonectes,Boreonectes,Hydroporinae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Boreonectes,,,,,
Other Non-Insect,Bosmina,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,83936,Animalia,Arthropoda,Crustacea,Malacostraca,,,,,,,,,,,,,,
Oligochaeta,Bothrioneurum,FALSE,,DNI,Bothrioneurum,Oligochaeta,DNI,68778,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Bothrioneurum,,,,,
Oligochaeta,Bothrioneurum vejdovskyanum,FALSE,,DNI,Bothrioneurum,Oligochaeta,DNI,68778,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Bothrioneurum,,,,,
Coleoptera,Brachinus americanus,FALSE,"This is a valid taxon, but I wonder if this was supposed to be Brachycentrus americanus??? TYPO?",DNI,Brachinus americanus,Brachinus americanus,DNI,111792,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Carabidae,,,,Brachinus,,,,,americanus
Trichoptera,Brachycentridae,FALSE,,DNI,Brachycentridae,Brachycentridae,DNI,116905,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,,,,,,
Trichoptera,Brachycentrus,FALSE,,DNI,Brachycentrus,Brachycentrus,DNI,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,,,,,
Trichoptera,Brachycentrus (Oligoplectrum),FALSE,,DNI,Brachycentrus,Brachycentrus,DNI,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,,,,,
Trichoptera,Brachycentrus americanus,FALSE,,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,116912,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Oligoplectrodes,,,,americanus
Trichoptera,Brachycentrus americanus complex,FALSE,,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,116912,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Oligoplectrodes,,,,americanus
Trichoptera,Brachycentrus echo,FALSE,,DNI,Brachycentrus,Brachycentrus,DNI,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,,,,,
Trichoptera,Brachycentrus occidentalis,FALSE,,Brachycentrus occidentalis,Brachycentrus occidentalis,Brachycentrus occidentalis,DNI,116918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Sphinctogaster,,,,occidentalis
Diptera,Brachycera,FALSE,,DNI,Brachycera,Brachycera,DNI,130052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,,,,,,,,,,
Ephemeroptera,Brachycercus,FALSE,,DNI,Brachycercus,Brachycercus,DNI,101468,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Brachycercinae,Brachycercini,,Brachycercus,,,,,
Other Non-Insect,Brachypoda,FALSE,,DNI,Brachypoda,Trombidiformes,DNI,83444,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,Axonopsinae,,,Brachypoda,,,,,
Other Non-Insect,Branchiobdella,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI,69168,Animalia,Annelida,,Clitellata,Lumbriculata,Branchiobdellida,,,,,,,,,,,,
Other Non-Insect,Branchiobdellida,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI,69168,Animalia,Annelida,,Clitellata,Lumbriculata,Branchiobdellida,,,,,,,,,,,,
Other Non-Insect,Branchiobdellidae,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI,69168,Animalia,Annelida,,Clitellata,Lumbriculata,Branchiobdellida,,,,,,,,,,,,
