FinalID,NonTarget,Rank,FFG,FFGSource,Habit,HabitSource,TolVal,TolVal2,LongLived,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,TolVal_RBP,TolValSource,BenTaxaID,TSN,ParTSN
Dicranomyia,FALSE,Genus,CG,,BU,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,,,Dicranomyia,,,,,,,
Dicranota,FALSE,Genus,PR,WSA,"BU,SP",WSA,3.982912987,18.3091267,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Pediciini,Dicranota,,,4,WSA,654,121027,121026
Dicrotendipes,FALSE,Genus,CG,WSA,BU,WSA,8.187571649,20.08406421,FALSE,5,5,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,,,8,WSA,359,129428,129229
Dicrotendipes fumidus,FALSE,Species,CG,USEPA 1990 Draft,BU,Tt add in,,,FALSE,,,5,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,,Chironomini,Dicrotendipes,,fumidus,8,USEPA 1990 Draft,1470,129436,129428
Dicrotendipes modestus,FALSE,Species,CG,USEPA 1990 Draft,BU,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,,modestus,8,NEIWPCC,1471,129448,129428
Dicrotendipes neomodestus,FALSE,Species,"CF,CG","WSA, Tt add in",BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,,Dicrotendipes neomodestus,6,WSA,360,129450,129428
Didymops,FALSE,Genus,"PR,SH",WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Macromiinae,,Didymops,,,2,WSA,920,101851,101797
Didymops transversa,FALSE,Species,PR,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Macromiinae,,Didymops,,Didymops transversa,4,WSA,921,101852,101851
Dina,FALSE,Genus,PR,RBP2 1999,SP,WSA,,,FALSE,,,,,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,Erpobdellidae,,,Dina,,,8,WSA,5,69439,69438
Dina parva,FALSE,Species,PR,Tt add in,SP,Tt add in,,,FALSE,5,5,5,5,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,Erpobdellidae,,,Dina,,parva,,,1686,69440,69439
Dineutus,FALSE,Genus,PR,WSA,SW,WSA,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Dineutus,,,5,WSA,184,112711,112653
Dineutus assimilis,FALSE,Species,PR,USEPA 1990 Draft,SW,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Dineutus,,Dineutus assimilis,,WSA,185,112714,112711
Dineutus ciliatus,FALSE,Species,PR,USEPA 1990 Draft,SW,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Dineutus,,Dineutus ciliatus,,WSA,186,112715,112711
Dineutus discolor,FALSE,Species,PR,USEPA 1990 Draft,SW,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Dineutus,,Dineutus discolor,,WSA,187,112713,112711
Dineutus serrulatus,FALSE,Species,PR,Tt add in,SW,RBP2 1999,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Dineutus,,Dineutus serrulatus,,WSA,188,112717,112711
Diphetor,FALSE,Genus,"CG,SH",WSA,SW,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Diphetor,,,,RBP2 1999 (ID),768,568550,100755
Diphetor hageni,FALSE,Species,CG,WSA,"CN,SW","WSA, Tt add in",,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Diphetor,,Diphetor hageni,4,WSA,769,568598,568550
Diplectrona,FALSE,Genus,CF,WSA,CN,WSA,,,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Diplectroninae,,Diplectrona,,,6,WSA,1060,115399,115398
Diplectrona modesta,FALSE,Species,CF,WSA,CN,WSA,,,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Diplectroninae,,Diplectrona,,Diplectrona modesta,3,WSA,1061,115402,115399
Diplocladius,FALSE,Genus,CG,WSA,SP,WSA,,22.89093804,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Diplocladius,,,4,WSA,490,128670,128457
Diplocladius cultriger,FALSE,Species,CG,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Diplocladius,,Diplocladius cultriger,6,WSA,491,128671,128670
Diploperla,FALSE,Genus,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Diploperlini,Diploperla,,,2,WSA,1039,103166,102994
Diploperla duplicata,FALSE,Species,PR,Tt add in,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Diploperlini,Diploperla,,Diploperla duplicata,2,WSA,1040,103167,103166
Dipseudopsidae,FALSE,Family,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Dipseudopsidae,,,,,,,,1808,598168,598158
Diptera,FALSE,Order,CG,WSA,CB,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,,,,,,,,7,WSA,268,118831,563890
Discocerina,FALSE,Genus,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Psilopinae,Discocerinini,Discocerina,,,,WSA,289,146961,146955
Diura,FALSE,Genus,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Perlodini,Diura,,,2,WSA,1041,103094,102994
Diura/Mulirekus,FALSE,Genus,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Perlodini,Diura/Mulirekus,,,,WSA,1042,,
Dixa,FALSE,Genus,"CG,PR",WSA,CB,WSA,,17.82440625,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Dixidae,,,Dixa,,,1,WSA,603,125810,125809
Dixella,FALSE,Genus,CG,WSA,SW,WSA,4.265134717,19.47086143,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Dixidae,,,Dixella,,,3,WSA,604,125854,125809
Dixella indiana,FALSE,Species,CG,Tt add in,SW,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Dixidae,,,Dixella,,Dixella indiana,,WSA,605,,
Dixidae,FALSE,Family,CG,WSA,SW,WSA,,19.02830519,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Dixidae,,,,,,3,WSA,602,125809,125808
Djalmabatista,FALSE,Genus,PR,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Procladiini,Djalmabatista,,,9,WSA,594,128271,128270
DNI,TRUE,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Dolichocephala,FALSE,Genus,,,,,,,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Clinocerinae,,Dolichocephala,,,,,1687,135871,135844
Dolichopodidae,FALSE,Family,PR,WSA,BU,WSA,,21.30437311,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Dolichopodidae,Dolichopodinae,,,,,5,WSA,274,136824,131750
Dolichopus,FALSE,Genus,PR,USEPA 1990 Draft,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Dolichopodidae,Dolichopodinae,,Dolichopus,,,4,WSA,275,137953,137952
Dolophilodes,FALSE,Genus,CF,WSA,CN,WSA,,17.40035383,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,Philopotaminae,,Dolophilodes,,,3,WSA,1120,115319,115257
Dolophilodes distinctus,FALSE,Species,CF,Tt add in,CN,Tt add in,,,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,Philopotaminae,,Dolophilodes,Dolophilodes (Dolophilodes),Dolophilodes distinctus,0,USEPA 1990 Draft,1121,115322,115319
Donacia,FALSE,Genus,SH,RBP2 1999,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Chrysomelidae,Donaciinae,Donaciini,Donacia,,,,WSA,193,114510,114509
Donaciinae,FALSE,Subfamily,SH,,CN,,6,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Chrysomelidae,Donaciinae,,,,,,,,,
Doncricotopus,FALSE,Genus,,WSA,,WSA,,17.77939343,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Doncricotopus,,,,WSA,453,128680,128457
Doncricotopus bicaudatus,FALSE,Species,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Doncricotopus,,bicaudatus,,,,,
Dorocordulia,FALSE,Genus,,,,,5,,TRUE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Dorocordulia,,,,,1688,101854,591728
Dorocordulia libera,FALSE,Species,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Dorocordulia,,libera,,,1689,101856,101854
Dorylaimidae,FALSE,Family,,,,,,,FALSE,,,,,Nemata,,Adenophorea,Enoplia,Dorylaimida,,Dorylaimidae,,,,,,,,1809,62983,62921
Dreissena,FALSE,Genus,,,,,,,FALSE,,,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Dreissenidae,,,Dreissena,,,,,1780,81338,81330
Dreissena polymorpha,FALSE,Species,,,,,,,FALSE,6,6,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Dreissenidae,,,Dreissena,,polymorpha,,,1690,81339,81338
Dreissenidae,FALSE,Family,,,,,,,FALSE,,,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Dreissenidae,,,,,,,,1810,81330,566874
Dromogomphus,FALSE,Genus,PR,WSA,BU,WSA,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Dromogomphus,,,5,WSA,929,101730,101664
Drunella,FALSE,Genus,"PR,SC",WSA,CN,WSA,,,FALSE,,,2,2,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Drunella,,,1,WSA,685,101365,101232
Drunella cornuta,FALSE,Species,"PR,SC",Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Drunella,,Drunella cornuta,0,USEPA 1990 Draft,686,609595,
Drunella cornutella,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Drunella,,Drunella cornutella,1,WSA,687,101366,101365
Drunella lata,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Drunella,,Drunella lata,1,WSA,688,185972,101365
Drunella tuberculata,FALSE,Species,"PR,SC",WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Drunella,,Drunella tuberculata,1,WSA,689,185974,101365
Dryopidae,FALSE,Family,,,,,,18.51991735,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,,,,,,1691,113999,113996
Dubiraphia,FALSE,Genus,"CG,SC",WSA,CN,WSA,9.264607033,21.06362725,TRUE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Dubiraphia,,,4,WSA,205,114126,114093
Dubiraphia bivittata,FALSE,Species,"OM,CG","RBP2 1999, Tt add in",CN,Tt add in,,,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Dubiraphia,,Dubiraphia bivittata,,RBP2 1999 (OH),206,114129,114126
Dubiraphia minima,FALSE,Species,CG,Tt add in,CN,Tt add in,,,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Dubiraphia,,Dubiraphia minima,5,USEPA 1990 Draft,207,114133,114126
Dubiraphia quadrinotata,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Dubiraphia,,Dubiraphia quadrinotata,5,WSA,208,114130,114126
Dugesia,FALSE,Genus,"CG,PR",WSA,SP,WSA,,,FALSE,,,,,Platyhelminthes,,Turbellaria,Archoophora,Tricladida,,Planariidae,,,Dugesia,,,1,WSA,1408,54503,54502
Dugesia tigrina,FALSE,Species,PR,WSA,SP,WSA,,,FALSE,,,,,Platyhelminthes,,Turbellaria,Archoophora,Tricladida,,Planariidae,,,Dugesia,,tigrina,4,WSA,1409,54504,54503
Dugesiidae,FALSE,Family,,,,,,,FALSE,,,,,Platyhelminthes,,Turbellaria,Archoophora,Tricladida,,Dugesiidae,,,,,,,,1811,54552,54468
Dytiscidae,FALSE,Family,PR,WSA,"CB,SW",WSA,7.701084238,21.12828943,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,,,,,,5,WSA,177,111963,109226
Dytiscinae,FALSE,Subfamily,PR,,SW,,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,,,,,,,,,
Dytiscus,FALSE,Genus,PR,WSA,SW,WSA,,,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Dytiscini,Dytiscus,,,5,WSA,178,112118,111963
Eccoptura,FALSE,Genus,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Acroneuriinae,Acroneuriini,Eccoptura,,,3,WSA,1006,102939,102914
Eccoptura xanthenes,FALSE,Species,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,,Acroneuriini,Eccoptura,,Eccoptura xanthenes,3,WSA,1007,102940,102939
Ectemnia,FALSE,Genus,CF,USEPA 1990 Draft,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Prosimuliini,Ectemnia,,,1,USEPA 1990 Draft,626,126660,126648
Ectopria,FALSE,Genus,SC,WSA,CN,WSA,,20.24802319,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Psephenidae,Eubriinae,,Ectopria,,,4,WSA,258,114087,114069
Ectopria nervosa,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Psephenidae,Eubriinae,,Ectopria,,Ectopria nervosa,4,WSA,259,114088,114087
Einfeldia,FALSE,Genus,CG,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Einfeldia,,,7,WSA,361,129459,129229
Elimia,FALSE,Genus,SC,WSA,CB,Tt add in,,,FALSE,,,,,Mollusca,,Gastropoda,,Neotaenioglossa,,Pleuroceridae,,,Elimia,,,2,RBP2 1999 (MACS),1371,71654,71541
Elimia livescens,FALSE,Species,SC,Tt add in,CB,Tt add in,,,FALSE,,,,,Mollusca,,Gastropoda,,Neotaenioglossa,,Pleuroceridae,,,Elimia,,Elimia livescens,,WSA,1372,71868,71654
Elimia/Pleurocera,FALSE,Genus,,WSA,,WSA,,,FALSE,,,,,Mollusca,,Gastropoda,,Neotaenioglossa,,Pleuroceridae,,,Elimia/Pleurocera,,,,WSA,1373,,
Elliptio,FALSE,Genus,CF,WSA,BU,Tt add in,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Elliptio,,,8,WSA,1329,79951,79913
Elliptio complanata,FALSE,Species,CF,USEPA 1990 Draft,BU,Tt add in,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Elliptio,,Elliptio complanata,5,WSA,1330,79952,79951
Elliptoideus,FALSE,Genus,,,,,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Elliptoideus,,,,,1692,80297,79913
Elmidae,FALSE,Family,CG,WSA,CN,WSA,8.163034328,20.92615226,TRUE,4,4,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,,,,4,WSA,202,114093,113998
Elophila,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Crambidae,Nymphulinae,Nymphulini,Elophila,,,,,1840,117665,
Empididae,FALSE,Family,PR,WSA,SP,WSA,5.608703853,20.24591495,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,,,,,,6,WSA,276,135830,131750
Enallagma,FALSE,Genus,PR,WSA,CB,WSA,9.167115534,21.85130227,FALSE,4,5,5,5,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Enallagma,,,6,WSA,970,102102,102077
Enallagma signatum,FALSE,Species,PR,Tt add in,CB,Tt add in,9.167115534,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Enallagma,,signatum,,,,,
Enallagma/Ischnura,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Enallagma/Ischnura,,,,,1633,,
Enchytraeidae,FALSE,Family,CG,WSA,BU,WSA,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Enchytraeidae,,,,,,9,WSA,28,68510,68509
Endochironomus,FALSE,Genus,SH,WSA,CN,WSA,8.522623069,22.07519867,FALSE,4,5,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Endochironomus,,,8,WSA,362,129470,129229
Endotribelos,FALSE,Genus,CG,WSA,BU,WSA,,21.24233487,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Endotribelos,,,,WSA,363,130046,128457
Enochrus,FALSE,Genus,CG,WSA,BU,WSA,10,21.19435959,FALSE,4,5,5,5,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Enochrus,,,6,WSA,247,112973,112811
Enochrus ochraceus,FALSE,Species,CG,Tt add in,BU,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,,,Enochrus,Enochrus (Methydrus),ochraceus,,,1576,112990,112973
Entomobryidae,FALSE,Family,,,,,,,FALSE,,,,,Arthropoda,Hexapoda,Entognatha,,Collembola,Entomobryomorpha,Entomobryidae,,,,,,,,1693,99643,723386
Epeorus,FALSE,Genus,"CG,PR,SC",WSA,CN,WSA,,19.1072192,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Epeorus,,,0,WSA,790,100626,100504
Epeorus pleuralis,FALSE,Species,SC,Tt add in,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Epeorus,,Epeorus pleuralis,,RBP2 1999 (NC),791,100642,100626
Epeorus vitreus,FALSE,Species,SC,Tt add in,CN,Tt add in,,,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Epeorus,,Epeorus vitreus,0,USEPA 1990 Draft,792,100649,100626
Ephemera,FALSE,Genus,CG,WSA,BU,WSA,3.865476225,20.47247187,TRUE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemeridae,,,Ephemera,,,4,WSA,711,101526,101525
Ephemera guttulata,FALSE,Species,CG,USEPA 1990 Draft,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemeridae,,,Ephemera,,Ephemera guttulata,3,WSA,712,101529,101526
Ephemera simulans,FALSE,Species,CG,WSA,BU,WSA,,,FALSE,,,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemeridae,,,Ephemera,,Ephemera simulans,3,WSA,713,101530,101526
Ephemera varia,FALSE,Species,CG,Tt add in,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemeridae,,,Ephemera,,Ephemera varia,,WSA,714,101535,101526
Ephemerella,FALSE,Genus,CG,WSA,CN,WSA,0.264826436,18.6861839,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella,,,2,WSA,690,101233,101232
Ephemerella aurivillii,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,,,3,2,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella,,Ephemerella aurivillii,2,WSA,691,101255,101233
Ephemerella dorothea,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella,,Ephemerella dorothea,2,WSA,692,101272,101233
Ephemerella dorothea dorothea,FALSE,Species,CG,Tt add in,CN,Tt add in,,,FALSE,,,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella,,dorothea dorothea,,,1417,698505,101272
Ephemerella excrucians,FALSE,Species,CG,USEPA 1990 Draft,CN,Tt add in,,,FALSE,,,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella,,Ephemerella excrucians,,WSA,693,101276,101233
Ephemerella inconstans,FALSE,Species,CG,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella,,Ephemerella inconstans,,WSA,694,101281,101233
Ephemerella invaria,FALSE,Species,CG,USEPA 1990 Draft,CN,Tt add in,,,FALSE,2,2,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella,,Ephemerella invaria,1,USEPA 1990 Draft,695,101282,101233
Ephemerella needhami,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella,,Ephemerella needhami,2,WSA,696,101291,101233
Ephemerella rotunda,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella,,Ephemerella rotunda,2,WSA,697,101296,101233
Ephemerella septentrionalis,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella,,Ephemerella septentrionalis,3,WSA,698,101299,101233
Ephemerella subvaria,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella,,Ephemerella subvaria,1,WSA,699,101241,101233
Ephemerella/Serratella,FALSE,Genus,CG,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Ephemerella/Serratella,,,3,WSA,700,,
Ephemerellidae,FALSE,Family,CG,WSA,CN,WSA,0.997618978,19.74782557,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,,,,1,WSA,680,101232,568542
Ephemeridae,FALSE,Family,CG,WSA,BU,WSA,,21.08232023,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemeridae,,,,,,5,WSA,710,101525,101508
Ephemeroptera,FALSE,Order,CG,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,,,,,,,,4,WSA,659,100502,563889
Ephoron,FALSE,Genus,CG,WSA,BU,WSA,7.38028207,21.09495336,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Polymitarcyidae,,,Ephoron,,,2,WSA,734,101570,101569
Ephoron album,FALSE,Species,CG,USEPA 1990 Draft,BU,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Polymitarcyidae,,,Ephoron,,Ephoron album,,WSA,735,101571,101570
Ephoron leukon,FALSE,Species,CG,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Polymitarcyidae,,,Ephoron,,Ephoron leukon,2,WSA,736,101572,101570
Ephydra,FALSE,Genus,SH,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Ephydrinae,Ephydrini,Ephydra,,,,WSA,295,147486,147466
Ephydridae,FALSE,Family,CG,WSA,BU,WSA,9.46130305,19.84491104,FALSE,4,5,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,,,,,,6,WSA,288,146893,131750
Epiaeschna,FALSE,Genus,"CF,CG",WSA,CB,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Epiaeschna,,,1,USEPA 1990 Draft,906,101637,101596
Epitheca,FALSE,Genus,"CF,CG,PR",WSA,CB,WSA,4.127046583,,TRUE,4,4,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Epitheca,,,4,RBP2 1999 (MACS),912,102035,102026
