Taxon orig,OTU_BCG_NortheastLakes_v1,modified_BCG,Slash,Questionable,Notes
Nitzschia paleacea,Nitzschia paleacea,no,,,
Nitzschia paleaeformis,Nitzschia paleaeformis,no,,,
Nitzschia palustris,Nitzschia palustris,no,,,
Nitzschia parvula,Nitzschia parvula,no,,,
Nitzschia pellucida,Nitzschia pellucida,no,,,
Nitzschia perminuta,Nitzschia perminuta,no,,,
Nitzschia perminuta/Nitzschia alpina,Nitzschia perminuta/N. alpina,yes,yes,,
Nitzschia perminuta/N. alpina,Nitzschia perminuta/N. alpina,no,yes,,
Nitzschia perspicua,Nitzschia perspicua,no,,,
Nitzschia prolongata var. hoehnkii,Nitzschia prolongata var. hoehnkii,no,,,
Nitzschia pseudofonticola,Nitzschia pseudofonticola,no,,,
Nitzschia pumila,Nitzschia pumila,no,,,
Nitzschia pura,Nitzschia pura,no,,,
Nitzschia pusilla,Nitzschia pusilla,no,,,
Nitzschia radicula Hustedt,Nitzschia radicula,yes,,,
Nitzschia radicula,Nitzschia radicula,no,,,
Nitzschia recta var. typica,Nitzschia recta,yes,,,
Nitzschia recta Hantzsch ex Rabenhorst,Nitzschia recta,yes,,,
Nitzschia recta,Nitzschia recta,no,,,
Nitzschia reversa,Nitzschia reversa,no,,,
Nitzschia romana,Nitzschia romana,no,,,
Nitzschia rosenstockii,Nitzschia rosenstockii,no,,,
Nitzschia cf. rosenstockii,Nitzschia rosenstockii,yes,,,
Nitzschia scalpelliformis,Nitzschia scalpelliformis,no,,,
Nitzschia sigma,Nitzschia sigma,no,,,
Nitzschia sigmoidea,Nitzschia sigmoidea,no,,,
Nitzschia sociabilis,Nitzschia sociabilis,no,,,
Nitzschia solita,Nitzschia solita,no,,,
Nitzschia soratensis Morales et Vis,Nitzschia soratensis,yes,,,
Nitzschia soratensis,Nitzschia soratensis,no,,,
Nitzschia sp. 1 NE Lakes,Nitzschia sp. 1 NE Lakes,no,,,
Nitzschia sp. 1 PIRLA,Nitzschia sp. 1 PIRLA,no,,,
Nitzschia sp. 1 VTEC Lakes,Nitzschia sp. 1 VTEC Lakes,no,,,
Nitzschia sp. 2 NE Lakes,Nitzschia sp. 2 NE Lakes,no,,,
Nitzschia sp. 3 NE Lakes,Nitzschia sp. 3 NE Lakes,no,,,
Nitzschia sp. 4 NE Lakes,Nitzschia sp. 4 NE Lakes,no,,,
Nitzschia sp. 5 NE Lakes,Nitzschia sp. 5 NE Lakes,no,,,
Nitzschia sp. 504 NE Lakes,Nitzschia sp. 504 NE Lakes,no,,,
Nitzschia sp. 508 NE Lakes,Nitzschia sp. 508 NE Lakes,no,,,
Nitzschia sp. 511 NE Lakes,Nitzschia sp. 511 NE Lakes,no,,,
Nitzschia sp. 516 NE Lakes,Nitzschia sp. 516 NE Lakes,no,,,
Nitzschia sp. 517 NE Lakes,Nitzschia sp. 517 NE Lakes,no,,,
Nitzschia sp. 601 NE Lakes_RAI_NIT601,Nitzschia sp. 601 NE Lakes,yes,,,
Nitzschia sp. 601 NE Lakes RAI NIT601,Nitzschia sp. 601 NE Lakes,yes,,,
Nitzschia stagnorum,Nitzschia stagnorum,no,,,
Nitzschia subacicularis Hustedt,Nitzschia subacicularis,yes,,,
Nitzschia subacicularis,Nitzschia subacicularis,no,,,
Nitzschia sublinearis,Nitzschia sublinearis,no,,,
Nitzschia subrostrata,Nitzschia subrostrata,no,,,
Nitzschia subtilis,Nitzschia subtilis,no,,,
Nitzschia suchlandtii,Nitzschia suchlandtii,no,,,
Nitzschia supralitorea,Nitzschia supralitorea,no,,,
Nitzschia tenuis,Nitzschia tenuis,no,,,
Nitzschia linearis var. tenuis,Nitzschia tenuis,yes,,,
Nitzschia terrestris,Nitzschia terrestris,no,,,
Nitzschia tropica,Nitzschia tropica,no,,,
Nitzschia tubicola,Nitzschia tubicola,no,,,
Nitzschia umbonata,Nitzschia umbonata,no,,,
Nitzschia valdecostata,Nitzschia valdecostata,no,,,
Nitzschia vasta,Nitzschia vasta,no,,,
Nitzschia vermicularis,Nitzschia vermicularis,no,,,
Nitzschia wuellerstorffii,Nitzschia wuellerstorffii,no,,,
Nupela sp. 1?,Nupela,yes,,,
Nupela sp. 1 NRSA DME?,Nupela,yes,,,
Nupela,Nupela,no,,,
Nupela bicapitata,Nupela bicapitata,no,,,
Achnanthes bicapitata,Nupela bicapitata,yes,,,
Nupela carolina,Nupela carolina,no,,,
Nupela decipiens,Nupela decipiens,no,,,
Nupela elegantula,Nupela elegantula,no,,,
Nupela fennica (Hustedt) Lange-Bertalot,Nupela fennica,yes,,,
Nupela fennica,Nupela fennica,no,,,
Nupela frezelii,Nupela frezelii,no,,,
Stauroneis gracillima,Nupela gracillima,yes,,,
Nupela gracillima,Nupela gracillima,no,,,
Nupela impexiformis (Lange-Bertalot) Lange-Bertalot,Nupela impexiformis,yes,,,
Nupela impexiformis,Nupela impexiformis,no,,,
Achnanthes impexiformis,Nupela impexiformis,yes,,,
Nupela ingratiformis,Nupela ingratiformis,no,,,
Achnanthes ingratiformis,Nupela ingratiformis,yes,,,
Nupela lapidosa,Nupela lapidosa,no,,,
"Nupela neglecta Ponader, Lowe et Potapova",Nupela neglecta,yes,,,
Nupela neglecta,Nupela neglecta,no,,,
Nupela neogracillima,Nupela neogracillima,no,,,
Nupela neotropica,Nupela neotropica,no,,,
Nupela paludigena,Nupela paludigena,no,,,
Nupela pennsylvanica,Nupela pennsylvanica,no,,,
Achnanthes imperfecta,Nupela pennsylvanica,yes,,,
Nupela poconoensis,Nupela poconoensis,no,,,
Nupela scissura,Nupela scissura,no,,,
Nupela sp. 1 Idaho SEH,Nupela sp. 1 Idaho SEH,no,,,
Nupela sp. 1 NE Lakes,Nupela sp. 1 NE Lakes,no,,,
Nupela sp. 2 NE Lakes,Nupela sp. 2 NE Lakes,no,,,
Nupela sp. 2 VTEC Lakes,Nupela sp. 2 VTEC Lakes,no,,,
Nupela sp. 3 NE Lakes,Nupela sp. 3 NE Lakes,no,,,
Nupela sp. 3 VTEC Lakes,Nupela sp. 3 VTEC Lakes,no,,,
Nupela sp. 4 NAWQA EAM,Nupela sp. 4 NAWQA EAM,no,,,
Nupela sp. 4 NE Lakes,Nupela sp. 4 NE Lakes,no,,,
Nupela sp. 5 NE Lakes,Nupela sp. 5 NE Lakes,no,,,
Nupela subrostrata,Nupela subrostrata,no,,,
Nupela tenuicephala,Nupela tenuicephala,no,,,
Navicula tenuicephala,Nupela tenuicephala,yes,,,
Anomoeoneis paludigena,Nupela tenuicephala,yes,,,
Nupela vitiosa (Schimanski) Siver et Hamilton,Nupela vitiosa,yes,,,
Nupela vitiosa,Nupela vitiosa,no,,,
Navicula vitiosa,Nupela vitiosa,yes,,,
Nupela wellneri (Lange-Bertalot) Lange-Bertalot,Nupela wellneri,yes,,,
Nupela wellneri,Nupela wellneri,no,,,
Odontidium mesodon,Odontidium mesodon,no,,,
Diatoma mesodon,Odontidium mesodon,yes,,,
Odontidium sp. 1 NE Lakes,Odontidium sp. 1 NE Lakes,no,,,
Opephora spp.,Opephora,yes,,,
Opephora sp. 1 ?,Opephora,yes,,,
Opephora,Opephora,no,,,
Opephora mutabilis,Opephora mutabilis,no,,,
Opephora olsenii,Opephora olsenii,no,,,
Opephora aff. olsenii SAVANNAH EAM,Opephora olsenii,yes,,,
Opephora sp. 1 PIRLA,Opephora sp. 1 PIRLA,no,,,
Orthoseira roeseana,Orthoseira roeseana,no,,,
Orthoseira sp. 1 NE Lakes,Orthoseira sp. 1 NE Lakes,no,,,
Tabellaria cf. binalis,Oxyneis binalis,yes,,,
Tabellaria binalis,Oxyneis binalis,yes,,,
Oxyneis binalis,Oxyneis binalis,no,,,
Tabellaria binalis var. elliptica,Oxyneis binalis var. elliptica,yes,,,
Oxyneis binalis var. elliptica (Flower) Kingston,Oxyneis binalis var. elliptica,yes,,,
Oxyneis binalis var. elliptica,Oxyneis binalis var. elliptica,no,,,
Paralia sulcata,Paralia sulcata,no,,,
Paraplaconeis minor (Grunow) Lange-Bertalot,Paraplaconeis minor,yes,,,
Paraplaconeis minor,Paraplaconeis minor,no,,,
Paraplaconeis placentula,Paraplaconeis placentula,no,,,
Peronia fibula,Peronia fibula,no,,,
Peronia heribaudi,Peronia heribaudi,no,,,
Pinnularia spp.,Pinnularia,yes,,,
Pinnularia sp. 9?,Pinnularia,yes,,,
Pinnularia sp. 8?,Pinnularia,yes,,,
Pinnularia sp. 7?,Pinnularia,yes,,,
Pinnularia sp. 6?,Pinnularia,yes,,,
Pinnularia sp. 6 ?,Pinnularia,yes,,,
Pinnularia sp. 5?,Pinnularia,yes,,,
Pinnularia sp. 5 ?,Pinnularia,yes,,,
Pinnularia sp. 4?,Pinnularia,yes,,,
Pinnularia sp. 4 ?,Pinnularia,yes,,,
Pinnularia sp. 3?,Pinnularia,yes,,,
Pinnularia sp. 3 ?,Pinnularia,yes,,,
Pinnularia sp. 2?,Pinnularia,yes,,,
Pinnularia sp. 2 ?,Pinnularia,yes,,,
Pinnularia sp. 1?,Pinnularia,yes,,,
Pinnularia sp. 1 ?,Pinnularia,yes,,,
Pinnularia sp. 1 (lata> N. Wittrocki) JFord-ConeP,Pinnularia,yes,,,
Pinnularia sp.,Pinnularia,yes,,,
Pinnularia,Pinnularia,no,,,
Pinnularia abaujensis,Pinnularia abaujensis,no,,,
Pinnularia abaujensis var. 1 MAINE,Pinnularia abaujensis var. 1 MAINE,no,,,
Pinnularia abaujensis var. 2 PIRLA,Pinnularia abaujensis var. 2 PIRLA,no,,yes,"In Potapova et al. 2022, there are Pinnularia abaujensis var. linearis and P. abaujensis var. lacustris. Does var. 2 PIRLA correspond to either one of those taxa?"
Pinnularia abaujensis var. lacustris,Pinnularia abaujensis var. lacustris,no,,,
Pinnularia abaujensis var. subundulata,Pinnularia abaujensis var. subundulata,no,,,
Pinnularia acidophila,Pinnularia acidophila,no,,,
Pinnularia acoricola,Pinnularia acoricola,no,,,
Pinnularia acrosphaeria (Brébisson) Smith,Pinnularia acrosphaeria,yes,,,
Pinnularia acrosphaeria,Pinnularia acrosphaeria,no,,,
Pinnularia acuminata,Pinnularia acuminata,no,,,
Pinnularia acuminata var. interrupta,Pinnularia acuminata var. interrupta,no,,,
Pinnularia angusta,Pinnularia angusta,no,,,
Pinnularia appendiculata,Pinnularia appendiculata,no,,,
Pinnularia bacilliformis,Pinnularia bacilliformis,no,,,
Pinnularia biceps,Pinnularia biceps,no,,,
Pinnularia biceps fo. petersenii,Pinnularia biceps f. petersenii,yes,,,
Pinnularia biceps f. petersenii,Pinnularia biceps f. petersenii,no,,,
Pinnularia biceps var. pusilla,Pinnularia biceps var. pusilla,no,,,
Pinnularia bihastata (Mann) Patrick,Pinnularia bihastata,yes,,,
Pinnularia bihastata,Pinnularia bihastata,no,,,
Pinnularia borealis Ehrenberg,Pinnularia borealis,yes,,,
Pinnularia borealis,Pinnularia borealis,no,,,
Pinnularia borealis var. 1 PIRLA,Pinnularia borealis var. 1 PIRLA,no,,,
Pinnularia borealis var. 2 PIRLA,Pinnularia borealis var. 2 PIRLA,no,,,
Pinnularia borealis var. rectangularis,Pinnularia borealis var. rectangularis,no,,,
Pinnularia brandelii,Pinnularia brandelii,no,,,
Pinnularia braunii,Pinnularia brauniana,yes,,,
Pinnularia brauniana (Grunow) Studnicka,Pinnularia brauniana,yes,,,
Pinnularia brauniana,Pinnularia brauniana,no,,,
Pinnularia braunii var. amphicephala,Pinnularia braunii var. amphicephala,no,,,
Pinnularia cf. braunii var. amphicephala fo. subconica,Pinnularia braunii var. amphicephala subconica,yes,,,
Pinnularia braunii var. amphicephala subconica,Pinnularia braunii var. amphicephala subconica,no,,,
Pinnularia braunii var. marginata,Pinnularia braunii var. marginata,no,,,
Pinnularia brebissonii,Pinnularia brebissonii,no,,,
Pinnularia brevicostata,Pinnularia brevicostata,no,,,
Pinnularia brevicostata var. 1 PIRLA,Pinnularia brevicostata var. 1 PIRLA,no,,,
Pinnularia cardinaliculus,Pinnularia cardinaliculus,no,,,
Pinnularia caudata,Pinnularia caudata,no,,,
Pinnularia cf. pseudomicrostauron,Pinnularia cf. pseudomicrostauron,no,,,
Pinnularia cherryfieldiana,Pinnularia cherryfieldiana,no,,,
Pinnularia cleveii,Pinnularia cleveii,no,,,
Pinnularia cuneicephala,Pinnularia cuneicephala,no,,,
Pinnularia decrescens,Pinnularia decrescens,no,,,
Pinnularia divergens,Pinnularia divergens,no,,,
Pinnularia divergens var. elliptica,Pinnularia divergens var. elliptica,no,,,
Pinnularia divergentissima,Pinnularia divergentissima,no,,,
Pinnularia dornii,Pinnularia dornii,no,,,
Pinnularia flexuosa,Pinnularia flexuosa,no,,,
Pinnularia formica (Ehrenberg) Patrick,Pinnularia formica,yes,,,
Pinnularia formica,Pinnularia formica,no,,,
Pinnularia gentilis,Pinnularia gentilis,no,,,
Pinnularia gibba,Pinnularia gibba,no,,,
Pinnularia gibba var. linearis,Pinnularia gibba var. linearis,no,,,
Pinnularia abaujensis var. linearis,Pinnularia gibba var. linearis,yes,,,
Pinnularia gibba var. rostrata,Pinnularia gibba var. rostrata,no,,,
Pinnularia abaujensis var. rostrata,Pinnularia gibba var. rostrata,yes,,,
Pinnularia gibbiformis,Pinnularia gibbiformis,no,,,
Pinnularia hemiptera,Pinnularia hemiptera,no,,,
Pinnularia hemiptera var. bielawskii,Pinnularia hemiptera var. bielawskii,no,,,
Pinnularia acuminata var. bielawskii,Pinnularia hemiptera var. bielawskii,yes,,,
Pinnularia hilseana,Pinnularia hilseana,no,,,
Pinnularia ignobilis,Pinnularia ignobilis,no,,,
Pinnularia inconstans,Pinnularia inconstans,no,,,
Pinnularia inflata,Pinnularia inflata,no,,,
Pinnularia intermedia,Pinnularia intermedia,no,,,
Pinnularia interrupta,Pinnularia interrupta,no,,,
Pinnularia kwacksii,Pinnularia kwacksii,no,,,
Pinnularia lange-bertalotii,Pinnularia lange-bertalotii,no,,,
Pinnularia lata (Brébisson) Smith,Pinnularia lata,yes,,,
Pinnularia lata,Pinnularia lata,no,,,
Pinnularia latarea,Pinnularia latarea,no,,,
Pinnularia latevittata,Pinnularia latevittata,no,,,
Pinnularia latevittata var. domingensis,Pinnularia latevittata var. domingensis,no,,,
Pinnularia legumen,Pinnularia legumen,no,,,
Pinnularia lundii,Pinnularia lundii,no,,,
Pinnularia maior,Pinnularia maior,no,,,
Pinnularia major,Pinnularia major,no,,,
Pinnularia mesogongyla,Pinnularia mesogongyla,no,,,
Pinnularia mesolepta,Pinnularia mesolepta,no,,,
Pinnularia mesolepta var. 1 PIRLA,Pinnularia mesolepta var. 1 PIRLA,no,,,
Pinnularia microstauron (Ehrenberg) Cleve,Pinnularia microstauron,yes,,,
Pinnularia microstauron,Pinnularia microstauron,no,,,
Pinnularia cf. microstauron (Ehrenb.) Cleve,Pinnularia microstauron,yes,,,
Pinnularia microstauron var. adirondackensis,Pinnularia microstauron var. adirondackensis,no,,,
Pinnularia microstauron var. lunicus,Pinnularia microstauron var. lunicus,no,,,
Pinnularia mormonorum,Pinnularia mormonorum,no,,,
Pinnularia neomajor var. frequentis Krammer,Pinnularia neomajor var. frequentis,yes,,,
Pinnularia neomajor var. frequentis,Pinnularia neomajor var. frequentis,no,,,
Pinnularia neomajor var. intermedia,Pinnularia neomajor var. intermedia,no,,,
Pinnularia nobilis,Pinnularia nobilis,no,,,
Pinnularia nodosa,Pinnularia nodosa,no,,,
Pinnularia nodosa var. constricta fo. truncata,Pinnularia nodosa var. constricta f. truncata,yes,,,
Pinnularia nodosa var. constricta f. truncata,Pinnularia nodosa var. constricta f. truncata,no,,,
Pinnularia nodosa var. percapitata,Pinnularia nodosa var. percapitata,no,,,
Pinnularia obscura Krasske,Pinnularia obscura,yes,,,
Pinnularia obscura,Pinnularia obscura,no,,,
Pinnularia oculus,Pinnularia oculus,no,,,
Pinnularia permixtionis,Pinnularia permixtionis,no,,,
Pinnularia pluvianiformis,Pinnularia pluvianiformis,no,,,
Pinnularia pogoii,Pinnularia pogoii,no,,,
Pinnularia pogoi,Pinnularia pogoii,yes,,,
Pinnularia polyonca (Brébisson) Smith,Pinnularia polyonca,yes,,,
Pinnularia polyonca,Pinnularia polyonca,no,,,
Pinnularia polyonca var. stidolphii,Pinnularia polyonca var. stidolphii,no,,,
Pinnularia pseudomicrostauron,Pinnularia pseudomicrostauron,no,,,
Pinnularia pulchella,Pinnularia pulchella,no,,,
Pinnularia maior var. pulchella,Pinnularia pulchella,yes,,,
Pinnularia pulchella var. canadensis,Pinnularia pulchella var. canadensis,no,,,
Pinnularia pulchra Østrup,Pinnularia pulchra,yes,,,
Pinnularia pulchra,Pinnularia pulchra,no,,,
Pinnularia pulchra var. angusta,Pinnularia pulchra var. angusta,no,,,
Pinnularia renata Krammer,Pinnularia renata,yes,,,
Pinnularia renata,Pinnularia renata,no,,,
Pinnularia rupestris,Pinnularia rupestris,no,,,
Pinnularia ruttneri,Pinnularia ruttneri,no,,,
Pinnularia saprophila,Pinnularia saprophila,no,,,
Pinnularia schoenfelderi,Pinnularia schoenfelderi,no,,,
Pinnularia scotica,Pinnularia scotica,no,,,
Pinnularia septentrionalis,Pinnularia septentrionalis,no,,,
Pinnularia silvatica,Pinnularia silvatica,no,,,
Pinnularia sinistra,Pinnularia sinistra,no,,,
Pinnularia sp. 1 NE Lakes,Pinnularia sp. 1 NE Lakes,no,,,
Pinnularia sp. 1 PIRLA,Pinnularia sp. 1 PIRLA,no,,,
Pinnularia sp. 1 VTEC Lakes,Pinnularia sp. 1 VTEC Lakes,no,,,
Pinnularia sp. 10 NE Lakes,Pinnularia sp. 10 NE Lakes,no,,,
Pinnularia sp. 11 NE Lakes,Pinnularia sp. 11 NE Lakes,no,,,
Pinnularia sp. 11 PIRLA,Pinnularia sp. 11 PIRLA,no,,,
Pinnularia sp. 12 PIRLA,Pinnularia sp. 12 PIRLA,no,,,
Pinnularia sp. 13 NE Lakes,Pinnularia sp. 13 NE Lakes,no,,,
Pinnularia sp. 13 PIRLA,Pinnularia sp. 13 PIRLA,no,,,
Pinnularia sp. 14 PIRLA,Pinnularia sp. 14 PIRLA,no,,,
Pinnularia sp. 19 NE Lakes,Pinnularia sp. 19 NE Lakes,no,,,
Pinnularia sp. 2 (stauroptera type) JFord-ConeP,Pinnularia sp. 2 (stauroptera type) JFord-ConeP,no,,,
Pinnularia sp. 2 VTEC Lakes,Pinnularia sp. 2 VTEC Lakes,no,,,
Pinnularia sp. 21 NE Lakes,Pinnularia sp. 21 NE Lakes,no,,,
Pinnularia sp. 22 NE Lakes,Pinnularia sp. 22 NE Lakes,no,,,
Pinnularia sp. 23 NE Lakes,Pinnularia sp. 23 NE Lakes,no,,,
Pinnularia sp. 24 NE Lakes,Pinnularia sp. 24 NE Lakes,no,,,
Pinnularia sp. 25 NE Lakes,Pinnularia sp. 25 NE Lakes,no,,,
Pinnularia sp. 26 NE Lakes,Pinnularia sp. 26 NE Lakes,no,,,
Pinnularia sp. 27 NE Lakes,Pinnularia sp. 27 NE Lakes,no,,,
Pinnularia sp. 28 NE Lakes,Pinnularia sp. 28 NE Lakes,no,,,
Pinnularia sp. 29 NE Lakes,Pinnularia sp. 29 NE Lakes,no,,,
Pinnularia sp. 3 JFord-ConeP,Pinnularia sp. 3 JFord-ConeP,no,,,
Pinnularia sp. 3 PIRLA,Pinnularia sp. 3 PIRLA,no,,,
Pinnularia sp. 3 VTEC Lakes,Pinnularia sp. 3 VTEC Lakes,no,,,
Pinnularia sp. 30 NE Lakes,Pinnularia sp. 30 NE Lakes,no,,,
Pinnularia sp. 31 NE Lakes,Pinnularia sp. 31 NE Lakes,no,,,
Pinnularia sp. 32 NE Lakes,Pinnularia sp. 32 NE Lakes,no,,,
Pinnularia sp. 33 NE Lakes,Pinnularia sp. 33 NE Lakes,no,,,
Pinnularia sp. 35 NE Lakes,Pinnularia sp. 35 NE Lakes,no,,,
Pinnularia sp. 36 NE Lakes,Pinnularia sp. 36 NE Lakes,no,,,
Pinnularia sp. 37 NE Lakes,Pinnularia sp. 37 NE Lakes,no,,,
Pinnularia sp. 39 NE Lakes,Pinnularia sp. 39 NE Lakes,no,,,
Pinnularia sp. 4 VTEC Lakes,Pinnularia sp. 4 VTEC Lakes,no,,,
Pinnularia sp. 40 NE Lakes,Pinnularia sp. 40 NE Lakes,no,,,
Pinnularia sp. 41 NE Lakes,Pinnularia sp. 41 NE Lakes,no,,,
Pinnularia sp. 42 NE Lakes,Pinnularia sp. 42 NE Lakes,no,,,
Pinnularia sp. 46 NE Lakes,Pinnularia sp. 46 NE Lakes,no,,,
Pinnularia sp. 47 NE Lakes,Pinnularia sp. 47 NE Lakes,no,,,
Pinnularia sp. 48 NE Lakes,Pinnularia sp. 48 NE Lakes,no,,,
Pinnularia sp. 49 NE Lakes,Pinnularia sp. 49 NE Lakes,no,,,
Pinnularia sp. 5 NE Lakes,Pinnularia sp. 5 NE Lakes,no,,,
Pinnularia sp. 5 PIRLA,Pinnularia sp. 5 PIRLA,no,,,
Pinnularia sp. 5 VTEC Lakes,Pinnularia sp. 5 VTEC Lakes,no,,,
Pinnularia sp. 50 NE Lakes,Pinnularia sp. 50 NE Lakes,no,,,
Pinnularia sp. 51 NE Lakes,Pinnularia sp. 51 NE Lakes,no,,,
Pinnularia sp. 52 NE Lakes,Pinnularia sp. 52 NE Lakes,no,,,
Pinnularia sp. 53 NE Lakes,Pinnularia sp. 53 NE Lakes,no,,,
Pinnularia sp. 54 NE Lakes,Pinnularia sp. 54 NE Lakes,no,,,
Pinnularia sp. 55 NE Lakes,Pinnularia sp. 55 NE Lakes,no,,,
Pinnularia sp. 56 NE Lakes,Pinnularia sp. 56 NE Lakes,no,,,
Pinnularia sp. 6 NE Lakes,Pinnularia sp. 6 NE Lakes,no,,,
Pinnularia sp. 6 VTEC Lakes,Pinnularia sp. 6 VTEC Lakes,no,,,
Pinnularia sp. 60 NE Lakes,Pinnularia sp. 60 NE Lakes,no,,,
Pinnularia sp. 60 NE Lakes/Pinnularia sp. 61 NE Lakes,Pinnularia sp. 60 NE Lakes/P. sp. 61 NE Lakes,yes,yes,,
Pinnularia sp. 60 NE Lakes/P. sp. 61 NE Lakes,Pinnularia sp. 60 NE Lakes/P. sp. 61 NE Lakes,no,yes,,
Pinnularia sp. 61 NE Lakes,Pinnularia sp. 61 NE Lakes,no,,,
Pinnularia sp. 7 NE Lakes,Pinnularia sp. 7 NE Lakes,no,,,
Pinnularia sp. 7 VTEC Lakes,Pinnularia sp. 7 VTEC Lakes,no,,,
Pinnularia sp. 8 NE Lakes,Pinnularia sp. 8 NE Lakes,no,,,
Pinnularia sp. 8 PIRLA,Pinnularia sp. 8 PIRLA,no,,,
Pinnularia sp. 8 VTEC Lakes,Pinnularia sp. 8 VTEC Lakes,no,,,
Pinnularia sp. 9 NE Lakes,Pinnularia sp. 9 NE Lakes,no,,,
Pinnularia sp. 9 PIRLA,Pinnularia sp. 9 PIRLA,no,,,
Pinnularia sp. 9 VTEC Lakes,Pinnularia sp. 9 VTEC Lakes,no,,,
Pinnularia stauroptera,Pinnularia stauroptera,no,,,
Pinnularia stauroptera var. clevei,Pinnularia stauroptera var. clevei,no,,,
Pinnularia stauroptera var. longa,Pinnularia stauroptera var. longa,no,,,
Pinnularia stomatophora,Pinnularia stomatophora,no,,,
Pinnularia subanglica Krammer,Pinnularia subanglica,yes,,,
Pinnularia subanglica,Pinnularia subanglica,no,,,
Pinnularia subcapitata,Pinnularia subcapitata,no,,,
Pinnularia subcapitata var. paucistriata,Pinnularia subcapitata var. paucistriata,no,,,
Pinnularia subfalaiseana,Pinnularia subfalaiseana,no,,,
Pinnularia subgibba Krammer,Pinnularia subgibba,yes,,,
Pinnularia subgibba,Pinnularia subgibba,no,,,
Pinnularia subgibba var. sublinearis,Pinnularia subgibba var. sublinearis,no,,,
Pinnularia subgibba var. undulata,Pinnularia subgibba var. undulata,no,,,
Pinnularia cf. subgibba var. undulata CT Krammer,Pinnularia subgibba var. undulata,yes,,,
Pinnularia sublinearis,Pinnularia sublinearis,no,,,
Pinnularia subrostrata,Pinnularia subrostrata,no,,,
Pinnularia subrupestris var. cruciata,Pinnularia subrupestris,yes,,,
Pinnularia subrupestris,Pinnularia subrupestris,no,,,
Pinnularia subsolaris,Pinnularia subsolaris,no,,,
Pinnularia subsolaris var. truncata,Pinnularia subsolaris var. truncata,no,,,
Pinnularia substomatophora,Pinnularia substomatophora,no,,,
Pinnularia substomatophora var. 1 PIRLA,Pinnularia substomatophora var. 1 PIRLA,no,,,
Pinnularia sudetica,Pinnularia sudetica,no,,,
Pinnularia termitina,Pinnularia termitina,no,,,
Pinnularia tirolensis,Pinnularia tirolensis,no,,,
Pinnularia transversa (A. Schmidt) Mayer,Pinnularia transversa,yes,,,
Pinnularia transversa,Pinnularia transversa,no,,,
Pinnularia turgidula,Pinnularia turgidula,no,,,
Pinnularia acrosphaeria var. turgidula,Pinnularia turgidula,yes,,,
Pinnularia turnerae,Pinnularia turnerae,no,,,
Pinnularia undulata,Pinnularia undula,yes,,,
Pinnularia undula,Pinnularia undula,no,,,
Pinnularia viridiformis,Pinnularia viridiformis,no,,,
Pinnularia viridiformis var. minor Krammer,Pinnularia viridiformis var. minor,yes,,,
Pinnularia viridiformis var. minor,Pinnularia viridiformis var. minor,no,,,
Pinnularia viridis,Pinnularia viridis,no,,,
Pinnularia viridis var. minor,Pinnularia viridis var. minor,no,,,
Pinnularia wisconsinensis,Pinnularia wisconsinensis,no,,,
Placoneis sp. 1?,Placoneis,yes,,,
Placoneis sp.,Placoneis,yes,,,
Placoneis sp 2,Placoneis,yes,,,
Placoneis,Placoneis,no,,,
Placoneis abiskoensis,Placoneis abiskoensis,no,,,
Placoneis anglica,Placoneis anglica,no,,,
Placoneis pseudanglica,Placoneis anglophila,yes,,,
Placoneis anglophila,Placoneis anglophila,no,,,
Placoneis clementioides,Placoneis clementioides,no,,,
