TaxaID,Rank,Genus,Species,nOcc,SumIndiv,NonTarget,BCG_attr,BCG_attr2,BCG_attr_Roman,NutrientIndicator,pH_TolAnal,AcidImpacted,MajorHabitatGrp,MajorHabitatGrp_Narr,SIZE_USGS,TROPHIC_BCG,TROPHIC_USGS,P_USGS,N_USGS,N_FIXER_USGS,MOTILITY_USGS,MOTILE2_USGS,HABIT_USGS
Luticola cohnii,Species,Luticola,Luticola cohnii,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,eutra,TROPHIC_5,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Luticola goeppertiana,Species,Luticola,Luticola goeppertiana,7,13,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,eutra,TROPHIC_5,,HIGH_N,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Luticola grupcei,Species,Luticola,Luticola grupcei,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Luticola hlubikovae,Species,Luticola,Luticola hlubikovae,1,3,FALSE,,,,,,,,,,,,,,,,,
Luticola mutica,Species,Luticola,Luticola mutica,119,71,FALSE,4,4_middle,IV_middle,,neutral,,benthic,benthic (many possible substrates),VERY SMALL,eutra,TROPHIC_5,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Luticola muticoides,Species,Luticola,Luticola muticoides,1,2,FALSE,,,,,,,,,,,,,,,,,
Luticola nivalis,Species,Luticola,Luticola nivalis,2,1,FALSE,,,,,,,benthic,benthic (many possible substrates),SMALL,oligo-meso,TROPHIC_2,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Luticola paramutica,Species,Luticola,Luticola paramutica,1,2,FALSE,,,,,,,,,,,,,,,,,
Luticola saxophila,Species,Luticola,Luticola saxophila,2,3,FALSE,,,,,,,,,,,,,,,,,
Luticola ventricosa,Species,Luticola,Luticola ventricosa,2,17,FALSE,,,,,,,,,,,,,,,,,
Mastogloia,Genera,Mastogloia,,4,9,FALSE,,,,,,,benthic,benthic (many possible substrates),BIG,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Mastogloia albertii,Species,Mastogloia,Mastogloia albertii,2,5,FALSE,,,,,,,benthic,benthic (many possible substrates),BIG,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Mastogloia elliptica,Species,Mastogloia,Mastogloia elliptica,1,2,FALSE,,,,,,,,,,,,,,,,,
Mastogloia grevillei,Species,Mastogloia,Mastogloia grevillei,3,12,FALSE,,,,,,,,,,,,,,,,,
Mastogloia lacustris,Species,Mastogloia,Mastogloia lacustris,11,77,FALSE,,,,,,,benthic,benthic (many possible substrates),BIG,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Mastogloia smithii,Species,Mastogloia,Mastogloia smithii,6,60,FALSE,,,,,,,benthic,benthic (many possible substrates),BIG,,,LOW_P,LOW_N,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Mayamaea,Genera,Mayamaea,,2,12,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,SLIGHTLY_MOTILE,,
Mayamaea agrestis,Species,Mayamaea,Mayamaea agrestis,26,37,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,SLIGHTLY_MOTILE,,
Mayamaea atomus,Species,Mayamaea,Mayamaea atomus,7,8,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,hypereutra,TROPHIC_6,HIGH_P,HIGH_N,NON_N_FIXER,SLIGHTLY_MOTILE,,
Mayamaea atomus var. alcimonica,Variety,Mayamaea,Mayamaea atomus,2,64,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,HIGH_P,HIGH_N,NON_N_FIXER,SLIGHTLY_MOTILE,,
Mayamaea fossaloides,Species,Mayamaea,Mayamaea fossaloides,1,2,FALSE,,,,,,,,,,,,,,,,,
Mayamaea ingenua,Species,Mayamaea,Mayamaea ingenua,1,1,FALSE,,,,,,,,,,,,,,,,,
Mayamaea muraliformis,Species,Mayamaea,Mayamaea muraliformis,1,6,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,SLIGHTLY_MOTILE,,
Mayamaea permitis,Species,Mayamaea,Mayamaea permitis,15,38,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,SLIGHTLY_MOTILE,,
Melosira,Genera,Melosira,,129,497,FALSE,4,4_better,IV_better,,acid,,"benthic,planktonic",planktonic and benthic,,,,,,NON_N_FIXER,NON_MOTILE,,
Melosira cf. goetzeana,Species,Melosira,Melosira cf. goetzeana,10,198,FALSE,,,,,,,,,,,,,,,NON_MOTILE,,
Melosira distans var. 1 PIRLA,Variety/Dataset,Melosira,Melosira distans,2,47,FALSE,,,,,,,,,,,,,,,,,
Melosira distans var. 2 PIRLA,Variety/Dataset,Melosira,Melosira distans,9,125,FALSE,,,,,,,,,,,,,,,,,
Melosira distans var. 3 PIRLA,Variety/Dataset,Melosira,Melosira distans,1,30,FALSE,,,,,,,,,,,,,,,,,
Melosira distans var. 4 PIRLA,Variety/Dataset,Melosira,Melosira distans,5,27,FALSE,,,,,,,,,,,,,,,,,
Melosira distans var. africana,Variety,Melosira,Melosira distans,2,14,FALSE,,,,,,,,,,,,,,,NON_MOTILE,,
Melosira distans var. lirata fo. seriata,Variety,Melosira,Melosira distans,3,21,FALSE,,,,,,,,,,,,,,,,,
Melosira italica var. tenuissima,Variety,Melosira,Melosira italica,1,6,FALSE,,,,,,,,,,,,,,,NON_MOTILE,,
Melosira italica var. valida,Variety,Melosira,Melosira italica,12,7,FALSE,,,,,,,,,,,,,,,NON_MOTILE,,
Melosira lirata var. 1 PIRLA,Variety/Dataset,Melosira,Melosira lirata,3,9,FALSE,,,,,,,,,,,,,,,,,
Melosira normannii,Species,Melosira,Melosira normannii,6,17,FALSE,,,,,,,"benthic,planktonic",planktonic and benthic,,,,,,NON_N_FIXER,NON_MOTILE,,
Melosira nummuloides,Species,Melosira,Melosira nummuloides,1,14,FALSE,,,,,,,"benthic,planktonic",planktonic and benthic,,,,,,NON_N_FIXER,NON_MOTILE,,
Melosira sp. 1 PIRLA,Species/Dataset,Melosira,Melosira sp. 1 PIRLA,55,397,FALSE,,,,,,,,,,,,,,,,,
Melosira sp. 12 PIRLA,Species/Dataset,Melosira,Melosira sp. 12 PIRLA,1,8,FALSE,,,,,,,,,,,,,,,,,
Melosira sp. 13 PIRLA,Species/Dataset,Melosira,Melosira sp. 13 PIRLA,5,29,FALSE,,,,,,,,,,,,,,,,,
Melosira sp. 5 PIRLA,Species/Dataset,Melosira,Melosira sp. 5 PIRLA,5,17,FALSE,,,,,,,,,,,,,,,,,
Melosira sp. 9 PIRLA,Species/Dataset,Melosira,Melosira sp. 9 PIRLA,11,34,FALSE,,,,,,,,,,,,,,,,,
Melosira varians,Species,Melosira,Melosira varians,87,220,FALSE,4,4_worse,IV_worse,,hialkali,,"benthic,planktonic",planktonic and benthic,BIG,eutra,TROPHIC_5,,,NON_N_FIXER,NON_MOTILE,,
Meridion,Genera,Meridion,,1,2,FALSE,4,4_middle,IV_middle,,alkali,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Meridion alansmithii,Species,Meridion,Meridion alansmithii,3,3,FALSE,,,,,,,benthic,benthic (many possible substrates),SMALL,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Meridion anceps,Species,Meridion,Meridion anceps,54,6,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Meridion circulare,Species,Meridion,Meridion circulare,199,152,FALSE,4,4_middle,IV_middle,,alkali,,benthic,benthic (many possible substrates),MEDIUM,indiff,TROPHIC_7,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Meridion circulare var. constrictum,Variety,Meridion,Meridion circulare,260,135,FALSE,4,4_middle,IV_middle,,alkali,,benthic,benthic (many possible substrates),MEDIUM,indiff,TROPHIC_7,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Microcostatus krasskei,Species,Microcostatus,Microcostatus krasskei,2,11,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,oligo-meso,TROPHIC_2,,,NON_N_FIXER,MODERATELY_MOTILE,,
Microcostatus kuelbsii,Species,Microcostatus,Microcostatus kuelbsii,9,35,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,,
Microcostatus maceria,Species,Microcostatus,Microcostatus maceria,6,12,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,,
Microcostatus naumanii,Species,Microcostatus,Microcostatus naumanii,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,,
Navicula,Genera,Navicula,,998,1304,FALSE,4,4_middle,IV_middle,,neutral,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula aff. effrenata NAWQA EAM,Species/Dataset,Navicula,Navicula aff. effrenata NAWQA EAM,4,26,FALSE,,,,,,,,,,,,,,,,,
Navicula aikenensis,Species,Navicula,Navicula aikenensis,1,4,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula amphiceropsis,Species,Navicula,Navicula amphiceropsis,1,2,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula angusta,Species,Navicula,Navicula angusta,105,76,FALSE,3,,III,low,acid,,benthic,benthic (many possible substrates),MEDIUM,oligo,TROPHIC_1,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula antonii,Species,Navicula,Navicula antonii,22,27,FALSE,,,,,,,benthic,benthic (many possible substrates),SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula arctotenelloides,Species,Navicula,Navicula arctotenelloides,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula arenaria,Species,Navicula,Navicula arenaria,1,2,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula aurora,Species,Navicula,Navicula aurora,30,113,FALSE,3,,III,low,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula bicephala,Species,Navicula,Navicula bicephala,1,2,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,SLIGHTLY_MOTILE,HIGHLY_MOTILE.1,
Navicula biconica,Species,Navicula,Navicula biconica,1,4,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula brasiliana,Species,Navicula,Navicula brasiliana,1,4,FALSE,,,,,,,benthic,benthic (many possible substrates),SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula brevissima,Species,Navicula,Navicula brevissima,1,3,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,SLIGHTLY_MOTILE,HIGHLY_MOTILE.1,
Navicula canalis,Species,Navicula,Navicula canalis,11,7,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,eutra,TROPHIC_5,HIGH_P,,NON_N_FIXER,SLIGHTLY_MOTILE,HIGHLY_MOTILE.1,
Navicula capitatoradiata,Species,Navicula,Navicula capitatoradiata,31,41,FALSE,4,4_middle,IV_middle,,,,benthic,benthic (many possible substrates),MEDIUM,eutra,TROPHIC_5,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula cari,Species,Navicula,Navicula cari,47,21,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,indiff,TROPHIC_7,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula caterva,Species,Navicula,Navicula caterva,3,2,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula cf. heimansii,Species,Navicula,Navicula cf. heimansii,239,817,FALSE,3,,III,low,acid,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula cf. perparva,Species,Navicula,Navicula cf. perparva,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula cf. subtilissima var. 1 PIRLA,Variety/Dataset,Navicula,Navicula cf. subtilissima,75,272,FALSE,,,,,,,,,,,,,,,,,
Navicula cf. subtilissima var. 2 PIRLA,Variety/Dataset,Navicula,Navicula cf. subtilissima,38,238,FALSE,,,,,,,,,,,,,,,,,
Navicula cf. subtilissima var. 3 PIRLA,Variety/Dataset,Navicula,Navicula cf. subtilissima,32,188,FALSE,,,,,,,,,,,,,,,,,
Navicula cf. subtilissima var. 4 PIRLA,Variety/Dataset,Navicula,Navicula cf. subtilissima,81,727,FALSE,,,,,,,,,,,,,,,,,
Navicula cincta,Species,Navicula,Navicula cincta,12,21,FALSE,5,,V,,,,benthic,benthic (many possible substrates),SMALL,eutra,TROPHIC_5,HIGH_P,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula clamans,Species,Navicula,Navicula clamans,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula cocconeiformis var. capitata,Variety,Navicula,Navicula cocconeiformis,1,3,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula concentrica,Species,Navicula,Navicula concentrica,4,8,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,oligo,TROPHIC_1,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Navicula constans,Species,Navicula,Navicula constans,2,3,FALSE,,,,,,,benthic,benthic (many possible substrates),SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula contenta var. biceps,Variety,Navicula,Navicula contenta,4,8,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula convergens,Species,Navicula,Navicula convergens,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,SLIGHTLY_MOTILE,HIGHLY_MOTILE.1,
Navicula cryptocephala,Species,Navicula,Navicula cryptocephala,485,716,FALSE,4,4_middle,IV_middle,,hialkali,,benthic,benthic (many possible substrates),MEDIUM,indiff,TROPHIC_7,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula cryptofallax,Species,Navicula,Navicula cryptofallax,3,3,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula cryptotenella,Species,Navicula,Navicula cryptotenella,360,423,FALSE,4,4_worse,IV_worse,,hialkali,,benthic,benthic (many possible substrates),SMALL,indiff,TROPHIC_7,,HIGH_N,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula cryptotenelloides,Species,Navicula,Navicula cryptotenelloides,6,19,FALSE,,,,,,,benthic,benthic (many possible substrates),SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula debilissima,Species,Navicula,Navicula debilissima,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula densilineolata,Species,Navicula,Navicula densilineolata,11,29,FALSE,,,,,,,benthic,benthic (many possible substrates),SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula didyma,Species,Navicula,Navicula didyma,1,1,FALSE,,,,,,,,,,,,,,,,,
Navicula diploneoides,Species,Navicula,Navicula diploneoides,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula dispensata,Species,Navicula,Navicula dispensata,2,5,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula eidrigiana,Species,Navicula,Navicula eidrigiana,1,3,FALSE,,,,,,,,,,,,,,,,,
Navicula elginensis var. rostrata,Variety,Navicula,Navicula elginensis,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula erifuga,Species,Navicula,Navicula erifuga,7,15,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,eutra,TROPHIC_5,HIGH_P,HIGH_N,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula escambia,Species,Navicula,Navicula escambia,5,14,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula exigua,Species,Navicula,Navicula exigua,1,2,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula exilis,Species,Navicula,Navicula exilis,4,30,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,HIGH_P,HIGH_N,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula expecta,Species,Navicula,Navicula expecta,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula facilis,Species,Navicula,Navicula facilis,1,2,FALSE,,,,,,,,,,,,,,,,,
Navicula festiva,Species,Navicula,Navicula festiva,7,9,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,oligo,TROPHIC_1,,LOW_N,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula freesei,Species,Navicula,Navicula freesei,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),BIG,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula genovefae,Species,Navicula,Navicula genovefae,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,SLIGHTLY_MOTILE,HIGHLY_MOTILE.1,
Navicula germainii,Species,Navicula,Navicula germainii,24,26,FALSE,4,4_middle,IV_middle,,,,benthic,benthic (many possible substrates),MEDIUM,,,HIGH_P,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula globosa,Species,Navicula,Navicula globosa,59,79,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula globulifera,Species,Navicula,Navicula globulifera,36,21,FALSE,,,,,,,benthic,benthic (many possible substrates),BIG,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula glomus,Species,Navicula,Navicula glomus,1,1,FALSE,,,,,,,,,,,,,,,,,
Navicula goersii,Species,Navicula,Navicula goersii,1,4,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula gottlandica,Species,Navicula,Navicula gottlandica,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula gregaria,Species,Navicula,Navicula gregaria,98,368,FALSE,4,4_worse,IV_worse,high,hialkali,,benthic,benthic (many possible substrates),SMALL,eutra,TROPHIC_5,HIGH_P,HIGH_N,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Navicula gysingensis,Species,Navicula,Navicula gysingensis,111,94,FALSE,3,,III,low,acid,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula hanseatica,Species,Navicula,Navicula hanseatica,12,43,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula heimansioides,Species,Navicula,Navicula heimansioides,1,2,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula hungarica var. lueneburgensis,Variety,Navicula,Navicula hungarica,1,6,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula ilopangoensis,Species,Navicula,Navicula ilopangoensis,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula impexa,Species,Navicula,Navicula impexa,2,3,FALSE,,,,,,,,,,,,,,,,,
Navicula indifferens,Species,Navicula,Navicula indifferens,9,29,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula ingrata,Species,Navicula,Navicula ingrata,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula jaernefeltii,Species,Navicula,Navicula jaernefeltii,1,1,FALSE,,,,,,,,,,,,,,,,,
Navicula kotschyi,Species,Navicula,Navicula kotschyi,5,4,FALSE,,,,,,,,,,,,,,,,,
Navicula krasskei,Species,Navicula,Navicula krasskei,6,6,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula lanceolata,Species,Navicula,Navicula lanceolata,68,364,FALSE,4,4_worse,IV_worse,,hialkali,,benthic,benthic (many possible substrates),BIG,eutra,TROPHIC_5,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula laterostrata,Species,Navicula,Navicula laterostrata,49,63,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula leptostriata,Species,Navicula,Navicula leptostriata,188,321,FALSE,3,,III,low,acid,,benthic,benthic (many possible substrates),SMALL,oligo-meso,TROPHIC_2,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula libonensis,Species,Navicula,Navicula libonensis,6,8,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula lobeliae,Species,Navicula,Navicula lobeliae,3,3,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula longicephala,Species,Navicula,Navicula longicephala,8,6,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula ludloviana,Species,Navicula,Navicula ludloviana,1,2,FALSE,,,,,,,,,,,,,,,,,
Navicula lundii,Species,Navicula,Navicula lundii,5,3,FALSE,,,,,,,benthic,benthic (many possible substrates),SMALL,eutra,TROPHIC_5,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula lyra,Species,Navicula,Navicula lyra,1,1,FALSE,,,,,,,,,,,,,,,,,
Navicula menisculus,Species,Navicula,Navicula menisculus,7,3,FALSE,,,,,,,benthic,benthic (many possible substrates),SMALL,eutra,TROPHIC_5,,HIGH_N,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula meniscus,Species,Navicula,Navicula meniscus,3,17,FALSE,,,,,,,benthic,benthic (many possible substrates),,eutra,TROPHIC_5,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula metareichardtiana,Species,Navicula,Navicula metareichardtiana,17,20,FALSE,3,,III,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula minuscula,Species,Navicula,Navicula minuscula,1,7,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula minusculoides,Species,Navicula,Navicula minusculoides,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula modica,Species,Navicula,Navicula modica,265,911,FALSE,4,4_better,IV_better,,neutral,,benthic,benthic (many possible substrates),VERY SMALL,,,,,NON_N_FIXER,SLIGHTLY_MOTILE,HIGHLY_MOTILE.1,
Navicula monmouthiana-stodderi,Species,Navicula,Navicula monmouthiana-stodderi,1,2,FALSE,,,,,,,,,,,,,,,,,
Navicula monoculata var. omissa,Variety,Navicula,Navicula monoculata,1,1,FALSE,,,,,,,,,,,,,,,,,
Navicula moskalii,Species,Navicula,Navicula moskalii,9,7,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula mutata,Species,Navicula,Navicula mutata,1,1,FALSE,,,,,,,,,,,,,,,,,
Navicula naumanni,Species,Navicula,Navicula naumanni,1,1,FALSE,,,,,,,,,,,,,,,,,
Navicula notha,Species,Navicula,Navicula notha,416,406,FALSE,4,4_better,IV_better,,neutral,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula nugalis,Species,Navicula,Navicula nugalis,14,3,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,SLIGHTLY_MOTILE,HIGHLY_MOTILE.1,
Navicula oblonga,Species,Navicula,Navicula oblonga,31,44,FALSE,4,4_middle,IV_middle,,,,benthic,benthic (many possible substrates),BIG,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula obsidialis,Species,Navicula,Navicula obsidialis,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Navicula oligotraphenta,Species,Navicula,Navicula oligotraphenta,11,7,FALSE,,,,,,,benthic,benthic (many possible substrates),SMALL,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
