"","Taxon","NonTarget","Habit","Hemoglobin","Air","TolVal2","TolVal","FSBI_2012","BSTI_WA.optima","BCG_attr","FFG","Life_Cycle","Habitat","Noteworthy","LONGLIVED","Thermal_indicator","ThermalPref_ALL","ThermTol_Less30","MTTI_WA.optima","MWMT_WAopt","MWMT_PCT90","Therm_TopIndicator","ThermVar","TSN","Kingdom","Phylum","SubPhylum","Class","SubClass","Order","SubOrder","SuperFamily","Family","SubFamily","Tribe","GenusGroup","Genus","SubGenus","SpeciesGroup","SpeciesSubGroup","SpeciesComplex","Species","Taxon_Group"
"98","Banksiola",FALSE,"UN","","F",11,4,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",115911,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Phryganeoidea","Phryganeidae","Phryganeinae","","","Banksiola","","","","","","Trichoptera"
"99","Berosus",FALSE,"SW","","T",11,5,NA,32.1,NA,"PH","uni","GENE",NA,FALSE,"","","Less30",18.7,NA,NA,"","",112812,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Hydrophilidae","Hydrophilinae","Berosini","","Berosus","","","","","","Coleoptera"
"100","Bethbilbeckia",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,21.6,"","","","",NA,FALSE,"","","Less30",17.5,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","","","","","","","","","","Chironomidae"
"101","Bibiocephala",FALSE,"CN","","F",11,0,NA,1.6,"3","SC","uni","RHEO",NA,FALSE,"","","Less30",20.1,NA,NA,"","",121250,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Blephariceridae","Blepharicerinae","Blepharicerini","","Bibiocephala","","","","","","Diptera"
"102","Bilyjomyia",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Tanypodinae","Macropelopiini","","Bilyjomyia","","","","","","Chironomidae"
"103","Bisancora",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",103300,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Chloroperlidae","Chloroperlinae","","","Bisancora","","","","","","Plecoptera"
"104","Bittacomorpha",FALSE,"BU","","T",11,7,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",125765,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Ptychopteridae","Bittacomorphinae","","","Bittacomorpha","","","","","","Diptera"
"105","Bivalvia",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,TRUE,"","Warm","",NA,19.80348116,23.594,"","yes",79118,"Animalia","Mollusca","","Bivalvia","","","","","","","","","","","","","","","Other Non-Insect"
"106","Blepharicera",FALSE,"CN","","F",11,0,NA,1.6,"3","SC","uni","RHEO",NA,FALSE,"","","Less30",20.1,NA,NA,"","",121255,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Blephariceridae","Blepharicerinae","Blepharicerini","","Blepharicera","","","","","","Diptera"
"107","Blephariceridae",FALSE,"CN","","F",11,0,NA,1.6,"3","SC","uni","RHEO",NA,FALSE,"eurythermal","Eurythermal","",20.1,19.75025669,23.23,"","",121227,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Blephariceridae","","","","","","","","","","Diptera"
"108","Bolshecapnia",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,10.9,"","","","",NA,FALSE,"","","Less30",16.3,NA,NA,"","",102763,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Euholognatha","","Capniidae","Capniinae","","","Bolshecapnia","","","","","","Plecoptera"
"109","Boreochlus",FALSE,"UN","","F",11,1,NA,24.9,"3","CG","multi","SPEC",TRUE,FALSE,"cold","Cold","",16.7,16.86433016,19.999,"","",127954,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Podonominae","Boreochlini","","Boreochlus","","","","","","Chironomidae"
"110","Boreoheptagyia",FALSE,"UN","","F",11,6,NA,NA,"3","CG","multi","RHEO",NA,FALSE,"cold","Cold","",14.2,14.2240358,19.388,"","",128343,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Diamesinae","Boreoheptagyiini","","Boreoheptagyia","","","","","","Chironomidae"
"111","Boreonectes",FALSE,"SW","","T",NA,NA,NA,13.3,NA,"PR","uni","GENE",NA,FALSE,"","","Less30",18.9,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Adephaga","","Dytiscidae","Hydroporinae","Hydroporini","","Boreonectes","","","","","","Coleoptera"
"112","Bothrioneurum",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",68778,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Rhyacodrilinae","","","Bothrioneurum","","","","","","Oligochaeta"
"113","Brachinus americanus",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",111792,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Adephaga","","Carabidae","","","","Brachinus","","","","","americanus","Coleoptera"
"114","Brachycentridae",FALSE,"CN","","F",11,1,NA,NA,"3","UNKN","UNKN","RHEO",NA,FALSE,"","Cool","",NA,17.50971993,21.598,"","yes",116905,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Brachycentridae","","","","","","","","","","Trichoptera"
"115","Brachycentrus",FALSE,"CN","U","F",11,1,NA,NA,"3","OM","uni","RHEO",NA,FALSE,"","Warm","",NA,20.12161139,24.185,"","yes",116906,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Brachycentridae","","","","Brachycentrus","","","","","","Trichoptera"
"116","Brachycentrus americanus",FALSE,"CN","U","F",4,1,15,4.5,"3","OM","uni","RHEO",NA,FALSE,"eurythermal","Eurythermal","",18.6,18.35456354,22.17,"","",116912,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Brachycentridae","","","","Brachycentrus","Oligoplectrodes","","","","americanus","Trichoptera"
"117","Brachycentrus occidentalis",FALSE,"CN","","F",3,2,NA,NA,"3","OM","uni","RIVE",NA,FALSE,"warm","Warm","",21.5,21.29191842,27.495,"","",116918,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Brachycentridae","","","","Brachycentrus","Sphinctogaster","","","","occidentalis","Trichoptera"
"118","Brachycera",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","Eurythermal","",NA,17.81625685,22.319,"","yes",130052,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","","","","","","","","","","","Diptera"
"119","Brachycercus",FALSE,"SP","","F",11,3,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",101468,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Caenidae","Brachycercinae","Brachycercini","","Brachycercus","","","","","","Ephemeroptera"
"120","Brachypoda",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",83444,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Aturidae","Axonopsinae","","","Brachypoda","","","","","","Other Non-Insect"
"121","Branchiobdellida",FALSE,"UN","","F",11,6,NA,NA,"","","","",NA,FALSE,"warm","Warm","",19.9,19.72683394,23.682,"","",69168,"Animalia","Annelida","","Clitellata","Lumbriculata","Branchiobdellida","","","","","","","","","","","","","Other Non-Insect"
"122","Branchiura",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",68619,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Rhyacodrilinae","","","Branchiura","","","","","","Oligochaeta"
"123","Bratislavia",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Naidinae","","","Bratislavia","","","","","","Oligochaeta"
"124","Brillia",FALSE,"BU","","F",4,4,NA,17.5,"4","SH","multi","RHEO",NA,FALSE,"cool","Cool","",17.5,17.32444661,20.9,"","",128477,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Brillia","","","","","","Chironomidae"
"125","Brundiniella",FALSE,"BU","","F",7,3,NA,41,"4","PR","multi","RHEO",NA,FALSE,"cool","Cool","",18.7,18.89692443,21.667,"","",128026,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Tanypodinae","Macropelopiini","","Brundiniella","","","","","","Chironomidae"
"126","Brychius",FALSE,"CN","","F",5,5,NA,40.2,"4","SC","semi","RHEO",NA,FALSE,"warm","Warm","",21.6,22.15906393,24.66,"","",111947,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Adephaga","","Haliplidae","","","","Brychius","","","","","","Coleoptera"
"127","Bryelmis",FALSE,"CN","","",NA,NA,NA,NA,"1i","CG","semi","SPEC",TRUE,FALSE,"cold","Cold","",15,14.97318332,18.43,"","",945749,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Elmidae","Elminae","Elmini","","Bryelmis","","","","","","Coleoptera"
"128","Bryophaenocladius",FALSE,"UN","","",NA,NA,NA,NA,NA,"UNKN","multi","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",128488,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Bryophaenocladius","","","","","","Chironomidae"
"129","Caecidotea",FALSE,"UN","","F",5,8,NA,72,"5","OM","multi","GENE",NA,FALSE,"warm","Warm","",22.5,22.08084258,24.7,"","",92686,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Isopoda","Asellota","","Asellidae","","","","Caecidotea","","","","","","Other Non-Insect"
"130","Caenidae",FALSE,"SP","","F",11,7,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",101467,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Caenidae","","","","","","","","","","Ephemeroptera"
"131","Caenis",FALSE,"SP","","F",3,7,NA,NA,"5","CG","multi","GENE",NA,FALSE,"stenow","Warm Stenotherm","",24,24.19407711,27.184,"","",101478,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Caenidae","Caeninae","","","Caenis","","","","","","Ephemeroptera"
"132","Calasellus/Salmasellus",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Isopoda","Asellota","Aselloidea","Asellidae","","","","Calasellus/Salmasellus","","","","","","Other Non-Insect"
"133","Calineuria californica",FALSE,"CN","","F",3,2,10,6.6,"3","PR","semi","RHEO",NA,TRUE,"cowa","Cool-Warm","",19,18.92733894,22.253,"Cool-Warm","",102986,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Perlidae","Acroneuriinae","Acroneuriini","","Calineuria","","","","","californica","Plecoptera"
"134","Callibaetis",FALSE,"SW","","F",1,9,NA,NA,"4","CG","multi","GENE",NA,FALSE,"warm","Warm","",21.7,21.66448236,25.782,"","",100903,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","","Baetidae","","","","Callibaetis","","","","","","Ephemeroptera"
"135","Calliperla",FALSE,"CN","","",NA,NA,NA,NA,"","PR","semi","RHEO",NA,FALSE,"","","Less30",NA,NA,NA,"","",103156,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Perlioidae","","","","Calliperla","","","","","","Plecoptera"
"136","Caloparyphus",FALSE,"UN","","T",11,7,NA,NA,"4","CG","semi","GENE",NA,FALSE,"warm","Warm","",21.8,23.2497278,25.436,"","",130409,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Stratiomyidae","Stratiomyinae","Oxycerini","","Caloparyphus","","","","","","Diptera"
"137","Calopterygidae",FALSE,"UN","","F",11,6,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",102043,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Zygoptera","","Calopterygidae","","","","","","","","","","Odonata"
"138","Calopteryx",FALSE,"CN","","F",11,6,NA,NA,"4","PR","uni","RHEO",NA,FALSE,"","","Less30",NA,NA,NA,"","",102052,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Zygoptera","","Calopterygidae","","","","Calopteryx","","","","","","Odonata"
"139","Cambaridae",FALSE,"UN","F","F",11,6,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",97336,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Decapoda","Pleocyemata","","Cambaridae","","","","","","","","","","Other Non-Insect"
"140","Camelobaetidius",FALSE,"SW","","F",11,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",568548,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","","Baetidae","","","","Camelobaetidius","","","","","","Ephemeroptera"
"141","Capniidae",FALSE,"CN","","F",0,1,NA,10.9,"3","SH","uni","RHEO",NA,FALSE,"cool","Cool","",16.3,16.2628611,20.695,"","",102643,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Euholognatha","","Capniidae","","","","","","","","","","Plecoptera"
"142","Cardiocladius",FALSE,"BU","","F",9,5,NA,16,"3","PR","multi","RHEO",NA,FALSE,"warm","Warm","",22.3,22.15241917,26.161,"","",128511,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Cardiocladius","","","","","","Chironomidae"
"143","Cascadoperla",FALSE,"CN","","",NA,NA,NA,NA,"","PR","semi","RHEO",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Perlodidae","Isoperlinae","","","Cascadoperla","","","","","","Plecoptera"
"144","Caudatella",FALSE,"CN","","F",11,0,15,5.6,"2","CG","uni","RHEO",NA,FALSE,"","Cold","",NA,13.19012862,18.442,"","yes",101347,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Ephemerellidae","","","","Caudatella","","","","","","Ephemeroptera"
"145","Caudatella edmundsi",FALSE,"CN","","F",11,0,NA,5.6,"1i","CG","uni","RHEO",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",568631,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Ephemerellidae","","","","Caudatella","","","","","edmundsi","Ephemeroptera"
"146","Caudatella heterocaudata complex",FALSE,"CN","","",NA,NA,NA,5.6,"","","","",NA,FALSE,"cold","Cold","",17,16.87597272,19.565,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Ephemerellidae","","","","Caudatella","","","","heterocaudata complex","","Ephemeroptera"
"147","Caudatella hystrix",FALSE,"CN","","F",0,0,15,5.6,"2","SC","uni","RHEO",NA,FALSE,"stenoc","Cold Stenotherm","",12.5,12.54918976,17.64,"","",101348,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Ephemerellidae","","","","Caudatella","","","","","hystrix","Ephemeroptera"
"148","Caudatella jacobi",FALSE,"CN","","",NA,NA,NA,5.6,"1i","UNKN","uni","RHEO",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",568632,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Ephemerellidae","","","","Caudatella","","","","","jacobi","Ephemeroptera"
"149","Ceraclea",FALSE,"UN","","F",1,3,NA,NA,"3","OM","uni","RIVE",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",116684,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Leptoceroidea","Leptoceridae","Leptocerinae","Athripsodini","","Ceraclea","","","","","","Trichoptera"
"150","Ceratopogonidae",FALSE,"UN","F","F",5,6,NA,NA,"4","","uni","GENE",NA,FALSE,"","Cool","",NA,18.1465275,21.88,"","yes",127338,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Ceratopogonidae","","","","","","","","","","Diptera"
"151","Ceratopogoninae",FALSE,"SP","U","F",4,6,NA,25,"4","PR","uni","GENE",NA,FALSE,"cool","Cool","",18.3,18.26890559,21.91,"","",127338,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Ceratopogonidae","Ceratopogoninae","","","","","","","","","Diptera"
"152","Cercobrachys",FALSE,"SP","","F",11,7,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",568556,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Caenidae","Brachycercinae","Cercobrachini","","Cercobrachys","","","","","","Ephemeroptera"
"153","Cernosvitoviella",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",68534,"Animalia","Annelida","","Clitellata","Oligochaeta","Enchytraeida","","","Enchytraeidae","","","","Cernosvitoviella","","","","","","Oligochaeta"
"154","Chaetocladius",FALSE,"SP","","F",11,6,NA,23.5,"4","CG","multi","GENE",NA,FALSE,"cool","Cool","",15.4,15.40707098,20.22014344,"","",128520,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Chaetocladius","","","","","","Chironomidae"
"155","Chaetogaster",FALSE,"UN","","F",11,8,NA,33.2,"","","","",NA,FALSE,"","","Less30",21.2,NA,NA,"","",68934,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Naidinae","","","Chaetogaster","","","","","","Oligochaeta"
"156","Chamaedrilus",FALSE,"UN","U","F",11,NA,NA,NA,"","","","",NA,FALSE,"cold","Cold","",16.6,16.57103594,19.618,"","",NA,"Animalia","Annelida","","Clitellata","Oligochaeta","Enchytraeida","","","Enchytraeidae","","","","Chamaedrilus","","","","","","Oligochaeta"
"157","Chaoboridae",FALSE,"SP","","F",11,7,NA,NA,NA,"","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",125886,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chaoboridae","","","","","","","","","","Diptera"
"158","Chaoborus",FALSE,"UN","","F",11,7,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",125904,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chaoboridae","Chaoborinae","","","Chaoborus","","","","","","Diptera"
