Taxon_Orig,Taxon_Group,NonTarget,source,Comment,FishTaxaID,OTU_BCG,OTU_IBI,SciID,Common,Kingdom,Phylum,Class,Order,Family,Genus,Species
rainbow trout,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Oncorhynchus mykiss,Oncorhynchus mykiss,Oncorhynchus mykiss,rainbow trout,Animalia,Chordata,Osteichthyes,Salmoniformes,Salmonidae,Oncorhynchus,mykiss
rock bass,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Ambloplites rupestris,Ambloplites rupestris,Ambloplites rupestris,rock bass,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Ambloplites,rupestris
shorthead redhorse,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Moxostoma macrolepidotum,Moxostoma macrolepidotum,Moxostoma macrolepidotum,shorthead redhorse,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Moxostoma,macrolepidotum
slimy sculpin,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Cottus cognatus,Cottus cognatus,Cottus cognatus,slimy sculpin,Animalia,Chordata,Osteichthyes,Scorpaeniformes,Cottidae,Cottus,cognatus
smallmouth bass,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Micropterus dolomieu,Micropterus dolomieu,Micropterus dolomieu,smallmouth bass,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Micropterus,dolomieu
spotfin shiner,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Cyprinella spiloptera,Cyprinella spiloptera,Cyprinella spiloptera,spotfin shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Cyprinella,spiloptera
spottail shiner,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Notropis hudsonius,Notropis hudsonius,Notropis hudsonius,spottail shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,hudsonius
stonecat,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Noturus flavus,Noturus flavus,Noturus flavus,stonecat,Animalia,Chordata,Osteichthyes,Siluriformes,Ictaluridae,Noturus,flavus
tadpole madtom,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Noturus gyrinus,Noturus gyrinus,Noturus gyrinus,tadpole madtom,Animalia,Chordata,Osteichthyes,Siluriformes,Ictaluridae,Noturus,gyrinus
warmouth,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Lepomis gulosus,Lepomis gulosus,Lepomis gulosus,warmouth,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Lepomis,gulosus
white crappie,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Pomoxis annularis,Pomoxis annularis,Pomoxis annularis,white crappie,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Pomoxis,annularis
white sucker,,,"MN, case","add ""i"" to end of Taxon_Orig_Sci so not a duplicate",,Catostomus commersoni,Catostomus commersoni,Catostomus commersoni,white sucker,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Catostomus,commersoni
yellow bullhead,,,"MN, case",,,Ameiurus natalis,Ameiurus natalis,Ameiurus natalis,yellow bullhead,Animalia,Chordata,Osteichthyes,Siluriformes,Ictaluridae,Ameiurus,natalis
yellow perch,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Perca flavescens,Perca flavescens,Perca flavescens,yellow perch,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Perca,flavescens
eastern blacknose dace,,,AWQMS_Fish_Data_Export,,,Rhinichthys atratulus,Rhinichthys atratulus,Rhinichthys atratulus,eastern blacknose dace,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Rhinichthys,atratulus
Gen: lamprey,,,AWQMS_Fish_Data_Export,,,Ichthyomyzon,Ichthyomyzon,Petromyzontidae,Gen: lamprey,Animalia,Chordata,Osteichthyes,Petromyzontiformes,Petromyzontidae,,
Gen: Catostomus ,,,"MN data, Sci",,,Catostomus,Catostomus,Catostomus,Gen: Catostomus ,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Catostomus,
lake whitefish,,,"MN data, Sci",,,Coregonus clupeaformis,Coregonus clupeaformis,Coregonus clupeaformis,lake whitefish,Animalia,,,,,Coregonus,clupeaformis
Fam: minnows ,,,"MN data, Sci",,,Cyprinidae,Cyprinidae,Cyprinidae,Fam: minnows ,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,,
Gen: Etheostoma ,,,"MN data, Sci",,,Etheostoma,Etheostoma,Etheostoma,Gen: Etheostoma ,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Etheostoma,
Gen: buffalos ,,,"MN data, Sci",,,Ictiobus,Ictiobus,Ictiobus,Gen: buffalos ,Animalia,,,,,Ictiobus,
Gen: common sunfishes ,,,"MN data, Sci",,,Lepomis,Lepomis,Lepomis,Gen: common sunfishes ,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Lepomis,
Gen: redhorses ,,,"MN data, Sci",,,Moxostoma,Moxostoma,Moxostoma,Gen: redhorses ,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Moxostoma,
Gen: Notropis ,,,"MN data, Sci",,,Notropis,Notropis,Notropis,Gen: Notropis ,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,
Gen: Percina ,,,"MN data, Sci",,,Percina,Percina,Percina,Gen: Percina ,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Percina,
Gen: Pomoxis,,,"MN data, Sci",,,Pomoxis,Pomoxis,Pomoxis,Gen: Pomoxis,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Pomoxis,
Blacknose Dace,,,"MN data, Sci",,,Rhinichthys obtusus,Rhinichthys obtusus,Rhinichthys obtusus,Blacknose Dace,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Rhinichthys,obtusus
Northern redbelly dace,,,AWQMS_Fish_Data_Export,Use MN master taxa list,,Phoxinus eos,Phoxinus eos,Phoxinus eos,Northern redbelly dace,Animalia,,,,,Phoxinus,eos
Finescale Dace,,,AWQMS_Fish_Data_Export,Use MN master taxa list,,Phoxinus neogaeus,Phoxinus neogaeus,Phoxinus neogaeus,Finescale Dace,Animalia,,,,,Phoxinus,neogaeus
Bigmouth Shiner,,,AWQMS_Fish_Data_Export,Keep with MN master taxa list,,Notropis dorsalis,Notropis dorsalis,Notropis dorsalis,Bigmouth Shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,dorsalis
