Taxon_Group,Taxon,NonTarget,LBR_NumSamp,LBR_SumAbund,BCG_attr,BCG_attr2,BCG_attr_Roman,BURP_TOL,FFG,BURP_FFG,Habit,BURP_HABIT,Life_Cycle,BURP_VOLT,LONGLIVED,Thermal_indicator,ThermPref_ORWA,BURP_THERM,ThermVar_ORWA,Habitat,FSBI_2012,BSTI_v2_opt,BSTI_v2_tol,Hemoglobin,LargeRiver,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Comments
Diptera,Hesperoconopa,FALSE,,,3,,III,3,UN,,BU,Burrower,uni,Univoltine,FALSE,,cool,Stenothermal: cold,,LOTI,15,7.687063413,9.120957477,,,120732,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Hesperoconopa,,,,,,
Plecoptera,Hesperoperla pacifica,FALSE,,,3,,III,6,PR,Predator,"SP,CN",Clinger,semi,Obligate Semivoltine,TRUE,cool,cowa,Eurythermal: cool summer,,LOTI,15,14.82576488,19.14237779,,,102971,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Acroneuriinae,Acroneuriini,,Hesperoperla,,,,,pacifica,
Trichoptera,Hesperophylax,FALSE,,,4,4_middle,IV_middle,8,"SH,MH,SC,CG",Shredder,SP,Sprawler,uni,Univoltine,FALSE,,,Eurythermal: warm summer,,LOTI,,,,,,116001,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Hesperophylax,,,,,,
Coleoptera,Heterlimnius corpulentus,FALSE,1,1,3,,III,3,"CG,SC",Scraper/Gatherer,"CN,CB",Clinger,semi,Facultative Semivoltine,TRUE,,cool,Eurythermal: cool summer,,LOTI,5,11.99065968,12.44328353,U,,114167,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Heterlimnius,,,,,corpulentus,
Ephemeroptera,Heterocloeon,FALSE,,,NA,,NA,,SC,,"SW,CN",,multi,,FALSE,,,,,LOTI,,,,,TRUE,100794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Heterocloeon,,,,,,
Chironomidae,Heterotrissocladius,FALSE,,,4,4_better,IV_better,4,"CG,SC",Gatherer/Scraper,"SP,BU",Sprawler,multi,Bivo/Multivo,FALSE,,cool,Eurythermal: cool summer,,GENE,,26.7994748,25.34476575,,,128737,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Heterotrissocladius,,,,,,
Chironomidae,Heterotrissocladius Marcidus Group,FALSE,,,4,4_better,IV_better,,"CG,SC",,"SP,BU",,multi,,FALSE,,cool,,,GENE,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Heterotrissocladius,,Marcidus Gr.,,,,
Ephemeroptera,Hexagenia,FALSE,,,NA,,NA,8,"CG,CF",Gatherer,BU,Burrower,semi,,TRUE,,,Eurythermal: cool summer,,GENE,,,,,TRUE,101537,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemeridae,,,,Hexagenia,,,,,,
Diptera,Hexatoma,FALSE,6,80.608,3,,III,4,PR,Predator,BU,Burrower,semi,Univoltine,TRUE,,cowa,Eurythermal: warm summer,,GENE,,10.13568883,12.72672959,U,,120094,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Hexatoma,,,,,,
Leeches,Hirudinea,FALSE,1,3,5,,V,8,PR,Predator,CN,,uni,,FALSE,,warm,,,GENE,,67.05839492,40.40729356,,,69290,Animalia,Annelida,,Clitellata,Hirudinea,,,,,,,,,,,,,,
Trichoptera,Homophylax,FALSE,,,1i,,I i,2,SH,Shredder,"SP,BU",Clinger,semi,Univoltine,TRUE,,,Stenothermal: cold,,LOTI,,,,,,116286,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,Homophylax,,,,,,
Crustacea,Hyalella,FALSE,15,1460.02,5,,V,9,"CG,SH",Gatherer,SW,Swimmer/Sprawler,multi,,FALSE,,warm,,,GENE,,56.9130895,40.04608273,,,94025,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Hyalellidae,,,,Hyalella,,,,,,
Misc. Phyla,Hydra,FALSE,6,127.968,5,,V,9,PR,Predator,CN,Pelagic/Attached,multi,Facultative Multivoltine,FALSE,,cool,Eurythermal: warm summer,,GENE,,,,,,50845,Animalia,Cnidaria,,Hydrozoa,,Hydroida,Hydrida,,Hydridae,,,,Hydra,,,,,,
Acari,Hydrachna,FALSE,,,2,,II,,"PR,PA",,UN,,uni,,FALSE,,,,,GENE,,,,,,83123,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrachnidae,,,,Hydrachna,,,,,,
Coleoptera,Hydraenidae,FALSE,2,3,3,,III,,"SC,CG",Predator/Scraper/Gatherer,"CN,CB",Clinger,uni,,FALSE,,cowa,Eurythermal: warm summer,,GENE,,25.95892462,26.51185333,,,112756,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydraenidae,,,,,,,,,,
Chironomidae,Hydrobaenus,FALSE,,,3,,III,8,"SC,CG",Gatherer/Scraper,SP,Sprawler,multi,Univoltine,FALSE,,cool,Eurythermal: cool summer,,GENE,,13.86810644,14.07764844,,,128750,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Hydrobaenus,,,,,,
Acari,Hydrodroma,FALSE,,,2,,II,5,"PR,PA",Predator,UN,,uni,,FALSE,,,,,GENE,,,,,,83225,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrodromidae,,,,Hydrodroma,,,,,,
Coleoptera,Hydrophilidae,FALSE,2,18,3,,NA,8,"PR,CG",Predator,"CB,SW",Clinger/Sprawler/Climber/Burrower/Diver/Swimmer,uni,Facultative Multivoltine,FALSE,,eurythermal,Eurythermal: warm summer,,GENE,,32.05356987,33.19183436,,,112811,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,,,,,,,,,,
Coleoptera,Hydroporinae,FALSE,,,4,4_middle,IV_middle,,PR,Predator,"SW,CB",,uni,,FALSE,,cowa,,,GENE,,13.30278998,22.32802533,,,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,,
Trichoptera,Hydropsyche,FALSE,135,339380.95,4,4_middle,IV_middle,6,"CF,PR",Filterer,CN,Clinger,uni,,FALSE,,warm,,,LOTI,,8.514231369,11.81561284,,,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,,
Trichoptera,Hydropsychidae,FALSE,,,NA,,NA,,CF,Filterer/Predator,CN,Clinger,multi,,FALSE,,,,yes,LOTI,,,,,,115398,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,,,,,,,,,,
Trichoptera,Hydroptila,FALSE,65,6783.568,4,4_worse,IV_worse,8,"PH,SC",Macrophyte Piercer/Scraper,CN,Clinger,multi,Facultative Multivoltine,FALSE,,warm,Eurythermal: warm summer,,GENE,,19.47948369,18.7108177,,,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,,
Trichoptera,Hydroptilidae,FALSE,,,NA,,NA,8,CF,Macrophyte Piercer/Scraper/Gatherer,CN,Clinger,multi,,FALSE,,,,yes,LOTI,,,,,TRUE,115629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,,,,,,,,,,
Chironomidae,Hydrosmittia,FALSE,,,NA,,NA,,UN,,UN,,multi,,FALSE,,,,,GENE,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Hydrosmittia,,,,,,
Acari,Hydrovolzia,FALSE,,,2,,II,,"PR,PA",Predator,UN,,uni,,FALSE,,,,,LOTI,,,,,,83119,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrovolziidae,,,,Hydrovolzia,,,,,,
Acari,Hydryphantidae,FALSE,,,3,,III,,"PR,PA",Predator,UN,,uni,,FALSE,,cool,,,GENE,,,,,,83212,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,,,,,,,
Acari,Hygrobates,FALSE,,,4,4_middle,IV_middle,,"PR,PA",Predator,UN,,uni,,FALSE,,warm,,,GENE,,,,,,83297,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Hygrobates,,,,,,
Acari,Hygrobatidae,FALSE,,,NA,,NA,8,"PR,PA",Predator,UN,,uni,,FALSE,,,,yes,GENE,,,,,,83281,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,,,,,,,
Ephemeroptera,Ironodes,FALSE,,,3,,III,5,"SC,CG",Scraper/Gatherer,CN,Clinger,uni,,FALSE,,cool,,,LOTI,5,8.761944436,10.33324265,,,100666,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Ironodes,,,,,,
Plecoptera,Isogenoides,FALSE,,,3,,III,7,PR,Predator,"SP,CN",Clinger,uni,,FALSE,,,Eurythermal: cool summer,,RIVE,,,,,TRUE,103124,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Perlodini,,Isogenoides,,,,,,
Plecoptera,Isoperla,FALSE,25,879.088,3,,III,4,PR,Predator/Gatherer,"SP,CN",Clinger,uni,,FALSE,cool,cool,,,LOTI,,20.80778731,17.71360847,,,102995,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Isoperlinae,,,Isoperla,,,,,,
Ephemeroptera,Iswaeon,FALSE,32,1846.488,NA,,NA,,CG,,"SW,CN",,multi,,FALSE,,,,,LOTI,,,,,TRUE,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,,
Plecoptera,Kathroperla,FALSE,,,2,,II,3,"PR,SC,CG",Gatherer/Scraper,"CN,BU",,semi,,TRUE,,cold,,,LOTI,,2.131315932,3.104905365,,,103236,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,Kathroperla,,,,,,
Plecoptera,Kogotus/Rickera,FALSE,,,4,4_middle,IV_middle,,PR,,"SP,CN",,uni,,FALSE,,cold,,,LOTI,,9.657516364,14.27303567,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Kogotus/Rickera,,,,,,
Chironomidae,Krenopelopia,FALSE,,,2,,II,3,PR,Predator,SP,Sprawler,multi,,FALSE,,,Stenothermal: cold,,LOTI,,,,,,128170,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Krenopelopia,,,,,,
Chironomidae,Krenosmittia,FALSE,,,3,,III,1,CG,Gatherer,"SP,BU",Sprawler,multi,Univoltine,FALSE,,cold,Eurythermal: warm summer,,LOTI,,13.53231989,12.23448192,,,128771,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Krenosmittia,,,,,,
Ephemeroptera,Labiobaetis,FALSE,,,4,4_middle,IV_middle,5.7,CG,,"SW,CN",,multi,,FALSE,,cowa,,,LOTI,,46.6146967,21.3272368,,,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,,
Chironomidae,Labrundinia,FALSE,,,NA,,NA,7,PR,Predator,SP,Sprawler,multi,,FALSE,,,Eurythermal: warm summer,,GENE,,,,T,,128173,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Labrundinia,,,,,,
Coleoptera,Laccophilus,FALSE,,,NA,,NA,8,PR,Predator,SW,,uni,Facultative Multivoltine,FALSE,,,,,GENE,,,,,,112278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,Laccophilini,,Laccophilus,,,,,,
Mollusca,Lanx,FALSE,,,2,,II,,SC,Gatherer,CN,Clinger,uni,,FALSE,,,,,LOTI,,,,,TRUE,76477,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,Lanx,,,,,,
Coleoptera,Lara,FALSE,1,2,4,4_middle,IV_middle,5,"SH,XY",Shredder,"CN,CB",Clinger/Burrower,semi,Semivoltine,TRUE,,cool,Eurythermal: cool summer,,LOTI,,22.24904031,19.29202318,U,,114137,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Larinae,Larini,,Lara,,,,,,
Chironomidae,Larsia,FALSE,,,3,,III,6,PR,Predator,SP,Sprawler,multi,Univo/Bivo,FALSE,,eurythermal,Eurythermal: warm summer,,GENE,,20.0545829,18.35255606,,,128183,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Larsia,,,,,,
Acari,Lebertia,FALSE,,,4,4_middle,IV_middle,,"PR,PA",Predator,UN,,uni,,FALSE,,eurythermal,,,GENE,,,,,,83034,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Lebertia,,,,,,
Acari,Lebertiidae,FALSE,,,NA,,NA,,"PR,PA",Predator,UN,,uni,,FALSE,,,,yes,GENE,,,,,,83033,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,,,,,,,
Lepidoptera,Lepidoptera,TRUE,,,NA,,NA,,MH,Shredder,UN,Clinger/Attached/MI,uni,,FALSE,,,Eurythermal: warm summer,yes,UN,,,,,,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,,too coarse
Trichoptera,Lepidostoma,FALSE,4,111.57,3,,III,5,"SH,CG",Shredder,"CB,SP",Climber,uni,Univoltine,FALSE,cool,eurythermal,Eurythermal: cool summer,,LOTI,,13.54737406,21.06331611,,,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,,
Trichoptera,Leptoceridae,FALSE,,,NA,,NA,7,UN,Gatherer/Shredder/Predator,UN,Climber,uni,,FALSE,,,Eurythermal: warm summer,yes,UN,,,,,,116547,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,,,,,,,,,,
Ephemeroptera,Leptohyphidae,FALSE,,,NA,,NA,8,"CG,SC",Gatherer,"SP,CN",Clinger,multi,,FALSE,,stenow,Eurythermal: warm summer,,GENE,,,,,,568545,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,,,,,,,
Ephemeroptera,Leptophlebiidae,FALSE,2,15,NA,,NA,8,CG,Gatherer/Scraper,"CN,SP,SW",Swimmer,uni,,FALSE,,,Eurythermal: warm summer,yes,GENE,,,,U,,101095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,,,,,,,
Odonata,Lestes,FALSE,,,NA,,NA,9,PR,Predator,CB,Swimmer,uni,Univoltine,FALSE,,,Eurythermal: hot summer,,GENE,,,,,,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Lestes,,,,,,
Trichoptera,Leucotrichia,FALSE,20,609.368,4,4_worse,IV_worse,9,"SC,CG",Scraper/Gatherer,CN,Clinger,multi,Facultative Multivoltine,FALSE,,warm,Eurythermal: warm summer,,LOTI,,,,,TRUE,115630,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Leucotrichiini,,Leucotrichia,,,,,,
Plecoptera,Leuctridae,FALSE,,,3,,III,3,SH,Shredder,"SP,CN",Clinger,uni,Facultative Semivoltine,FALSE,,,Stenothermal: cold,yes,LOTI,,,,,,102840,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,,,,,,,,,,
Odonata,Libellulidae,FALSE,,,NA,,NA,9,PR,Predator,"CB,SP",Climber,UN,,FALSE,,,Eurythermal: hot summer,,GENE,,,,,TRUE,101797,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,,,,,,,
Trichoptera,Limnephilidae,FALSE,2,10.8,NA,,NA,,UN,Shredder,UN,Climber,UN,,FALSE,,,,yes,UN,,,,,,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,,,,,,,
Trichoptera,Limnephilus,FALSE,,,NA,,NA,8,"SH,MH,CG",Shredder,"CB,SP",Climber,uni,Univoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,116069,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Limnephilus,,,,,,
Acari,Limnesia,FALSE,,,4,4_middle,IV_middle,,"PR,PA",Predator,UN,,uni,,FALSE,,warm,,,GENE,,,,,,83051,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Limnesia,,,,,,
Acari,Limnesiidae,FALSE,,,NA,,NA,5,"PR,PA",Predator,SW,,uni,,FALSE,,warm,,,GENE,,,,,,83050,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,,,,,,,
Chironomidae,Limnophyes,FALSE,6,16,4,4_worse,IV_worse,8,CG,Gatherer,SP,Sprawler,multi,Univo/Bivo/Multivo,FALSE,,eurythermal,Eurythermal: warm summer,,GENE,,35.42519051,28.32149625,,,128776,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Limnophyes,,,,,,
Diptera,Limoniidae,FALSE,1,1,NA,,NA,,UN,,UN,,uni,,FALSE,,,,yes,GENE,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,,
Chironomidae,Lopescladius,FALSE,,,3,,III,4,CG,Gatherer,SP,Sprawler,multi,Univoltine,FALSE,,warm,Eurythermal: warm summer,,LOTI,,,,,,128811,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Lopescladius,,,,,,
Oligochaeta,Lumbriculidae,FALSE,,,4,4_middle,IV_middle,5,CG,Gatherer,"BU,SP",Sprawler,uni,,TRUE,,cool,,,GENE,,,,,,68440,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,,,,,,,
Mollusca,Lymnaeidae,FALSE,15,147.142,5,,V,8,SC,Gatherer,CN,Clinger,uni,,FALSE,,warm,Eurythermal: warm summer,,GENE,,56.03524139,34.43545353,,TRUE,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,,
Ephemeroptera,Maccaffertium,FALSE,53,4418.888,4,4_worse,IV_worse,,"SC,CG",,CN,,multi,,FALSE,,,,,LOTI,,,,,TRUE,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,,
Odonata,Macromia,FALSE,,,NA,,NA,6.2,PR,,SP,,UN,,FALSE,,,,,GENE,,,,,,101918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Macromiidae,,,,Macromia,,,,,,
Chironomidae,Macropelopia,FALSE,,,3,,III,6,PR,Predator,SP,Sprawler,multi,Univoltine,FALSE,,cool,Eurythermal: warm summer,,GENE,,21.61841776,28.50278926,T,,128034,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Macropelopia,,,,,,
Chironomidae,Macropelopiini,FALSE,,,NA,,NA,,PR,Predator,UN,Sprawler,multi,Univoltine,FALSE,,,Eurythermal: warm summer,yes,GENE,,,,T,,128020,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,,,,,,,
Plecoptera,Malenka,FALSE,2,9,4,4_middle,IV_middle,6,"SH,CG",Shredder,"SP,CN",Clinger,uni,Univoltine,FALSE,,cool,Eurythermal: warm summer,,LOTI,,16.5699918,19.83069,,,102567,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Amphinemurinae,,,Malenka,,,,,,
Mollusca,Margaritifera falcata,FALSE,1,1.39,2,,II,,CF,Filterer,"BU,SP",,semi,,TRUE,,,,,LOTI,,,,,,,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionida,,,Margaritiferidae,,,,Margaritifera,,,,,falcata,
Diptera,Maruina,FALSE,1,20,3,,III,5,"SC,CG",Scraper/Gatherer,CN,Clinger,uni,Univoltine,FALSE,,cowa,Eurythermal: cool summer,,LOTI,,8.255126892,9.12347106,,,125392,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,,,Maruina,,,,,,
Ephemeroptera,Matriella teresa,FALSE,,,3,,III,,CG,,CN,,uni,,FALSE,,cool,,,LOTI,5,8.878961172,9.320600307,,,776924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Matriella,,,,,teresa,
Trichoptera,Mayatrichia,FALSE,,,NA,,NA,8,"PH,SC",Scraper/Gatherer,CN,Clinger,multi,,FALSE,,,Eurythermal: warm summer,,LOTI,,,,,TRUE,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,,,,Mayatrichia,,,,,,
Plecoptera,Megaleuctra,FALSE,,,1i,,I i,,SH,,"SP,CN",,semi,,FALSE,,,,,LOTI,,,,,,102877,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Megaleuctrinae,,,Megaleuctra,,,,,,
Plecoptera,Megarcys,FALSE,,,2,,II,2,PR,Predator,"SP,CN",Clinger,semi,Facultative Semivoltine,TRUE,,stenoc,Stenothermal: cold,,LOTI,20,7.565224897,11.12948446,,,103110,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Megarcys,,,,,,
Mollusca,Menetus,FALSE,3,35,4,4_middle,IV_middle,8.2,SC,Scraper,CN,,multi,,FALSE,,warm,,,GENE,,59.76236272,31.4332251,T,,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,,
Diptera,Meringodixa,FALSE,,,3,,III,3,CG,Gatherer,"SW,CB",Swimmer,multi,Facultative Multivoltine,FALSE,,cool,Eurythermal: cool summer,,LOTI,,18.18757161,23.49313846,,,125873,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Meringodixa,,,,,,
Acari,Mesobates,FALSE,,,2,,II,,"PR,PA",,UN,,uni,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,Hygrobatinae,,,Mesobates,,,,,,
Chironomidae,Mesocricotopus,FALSE,,,NA,,NA,,CG,,SP,,multi,,FALSE,,,,,GENE,,,,,,128815,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Mesocricotopus,,,,,,
Chironomidae,Metriocnemus,FALSE,,,4,4_middle,IV_middle,,"CG,PR",Gatherer/Predator,"SP,BU",Burrower/Sprawler,multi,Univoltine,FALSE,,eurythermal,Eurythermal: cool summer,,GENE,,43.43480203,29.33294496,,,128821,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Metriocnemus,,,,,,
Trichoptera,Micrasema,FALSE,1,4,3,,III,4,"CG,MH",Shredder,"CN,SP",Clinger,uni,Facultative Semivoltine,FALSE,,cool,Eurythermal: warm summer,,LOTI,,9.708368864,10.46903399,U,,116958,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Micrasema,,,,,,
Coleoptera,Microcylloepus,FALSE,25,735.2,4,4_worse,IV_worse,8,"CG,SC",Scraper/Gatherer,"CN,CB",Clinger/Climber,semi,Univoltine,TRUE,stenow,stenow,Eurythermal: warm summer,,LOTI,,,,,TRUE,114146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Microcylloepus,,,,,,
Chironomidae,Micropsectra,FALSE,20,430.078,4,4_middle,IV_middle,7,CG,Gatherer,"SP,CB",Clinger/Sprawler,multi,Multivoltine,FALSE,,eurythermal,Eurythermal: warm summer,,GENE,,19.71665741,23.12072277,,,129890,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Micropsectra,,,,,,
Chironomidae,Microtendipes,FALSE,2,19,4,4_middle,IV_middle,5,"CF,CG",Gatherer,CN,Clinger,multi,Bivo/Multivo,FALSE,,,Eurythermal: warm summer,yes,GENE,,14.96656948,22.55145326,T,,129535,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,,,,,
Chironomidae,Microtendipes Pedellus Group,FALSE,23,1606.01,4,4_middle,IV_middle,,"CF,CG",,CN,,multi,,FALSE,,cowa,,,GENE,,,,T,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,,
